accuracy,algorithm,candidate_edge_count,condition_bits,condition_label,decoding_algorithm,embedding_model,f1,model,pair_name,precision,raw_row_path,recall,replication,status,thinking_mode_supported,verified_edge_count,avg_duration_seconds,avg_tokens_per_second,max_duration_seconds,max_tokens_per_second,response_trace_count,total_completion_tokens,total_prompt_tokens
0.7727272727272727,algo1,18,00000,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00000/rep_04/raw_row.json,0.7727272727272727,4,finished,False,7,,,,,,,
0.4090909090909091,algo1,14,00000,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5806451612903226,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00000/rep_04/raw_row.json,0.4090909090909091,4,finished,False,3,4.690902,22.3655755,8.4626,23.933761,2.0,198.0,1018.0
1.0,algo1,21,00000,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,1.0,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00000/rep_04/raw_row.json,1.0,4,finished,False,7,8.679561,16.643323,15.09262,16.961933,2.0,293.0,1103.0
0.4090909090909091,algo1,8,00001,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5806451612903226,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00001/rep_00/raw_row.json,0.4090909090909091,0,finished,False,2,,,,,,,
0.36363636363636365,algo1,6,00001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00001/rep_00/raw_row.json,0.36363636363636365,0,finished,False,1,2.7230815,24.388142,4.939311,31.567406,2.0,101.0,1426.0
0.7727272727272727,algo1,12,00001,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00001/rep_00/raw_row.json,0.7727272727272727,0,finished,False,3,8.437713500000001,17.0795955,15.462215,21.935845,2.0,220.0,1522.0
0.4090909090909091,algo1,8,00001,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5806451612903226,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00001/rep_01/raw_row.json,0.4090909090909091,1,finished,False,2,,,,,,,
0.36363636363636365,algo1,6,00001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00001/rep_01/raw_row.json,0.36363636363636365,1,finished,False,1,2.7464910000000002,24.321258,4.986602,31.596842,2.0,101.0,1426.0
0.7727272727272727,algo1,12,00001,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00001/rep_01/raw_row.json,0.7727272727272727,1,finished,False,3,8.458362,17.0765515,15.505306,21.963727,2.0,220.0,1522.0
0.4090909090909091,algo1,8,00001,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5806451612903226,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00001/rep_02/raw_row.json,0.4090909090909091,2,finished,False,2,,,,,,,
0.36363636363636365,algo1,6,00001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00001/rep_02/raw_row.json,0.36363636363636365,2,finished,False,1,2.7018135,24.394156000000002,4.894423,31.421609,2.0,101.0,1426.0
0.7727272727272727,algo1,12,00001,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00001/rep_02/raw_row.json,0.7727272727272727,2,finished,False,3,8.4392945,17.0687015,15.464066,21.91552,2.0,220.0,1522.0
0.4090909090909091,algo1,8,00001,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5806451612903226,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00001/rep_03/raw_row.json,0.4090909090909091,3,finished,False,2,,,,,,,
0.36363636363636365,algo1,6,00001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00001/rep_03/raw_row.json,0.36363636363636365,3,finished,False,1,2.7187810000000003,24.401260999999998,4.930646,31.563402,2.0,101.0,1426.0
0.7727272727272727,algo1,12,00001,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00001/rep_03/raw_row.json,0.7727272727272727,3,finished,False,3,8.436455,17.034205,15.453371,21.838069,2.0,220.0,1522.0
0.4090909090909091,algo1,8,00001,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5806451612903226,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00001/rep_04/raw_row.json,0.4090909090909091,4,finished,False,2,,,,,,,
0.36363636363636365,algo1,6,00001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00001/rep_04/raw_row.json,0.36363636363636365,4,finished,False,1,2.7199225,24.404225500000003,4.933165,31.578133,2.0,101.0,1426.0
0.7727272727272727,algo1,12,00001,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00001/rep_04/raw_row.json,0.7727272727272727,4,finished,False,3,8.4666115,17.0566935,15.519992,21.935546,2.0,220.0,1522.0
0.7727272727272727,algo1,12,00010,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00010/rep_00/raw_row.json,0.7727272727272727,0,finished,False,4,,,,,,,
0.7727272727272727,algo1,10,00010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00010/rep_00/raw_row.json,0.7727272727272727,0,finished,False,4,3.4473645,28.107943499999998,5.962038,33.237167,2.0,168.0,972.0
0.7727272727272727,algo1,12,00010,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00010/rep_00/raw_row.json,0.7727272727272727,0,finished,False,3,6.131367000000001,15.11423,11.049245,15.657329,2.0,180.0,996.0
0.7727272727272727,algo1,12,00010,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00010/rep_01/raw_row.json,0.7727272727272727,1,finished,False,4,,,,,,,
0.7727272727272727,algo1,10,00010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00010/rep_01/raw_row.json,0.7727272727272727,1,finished,False,4,3.4450974999999997,28.1302915,5.958359,33.267674,2.0,168.0,972.0
0.7727272727272727,algo1,12,00010,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00010/rep_01/raw_row.json,0.7727272727272727,1,finished,False,3,6.076942,15.182325500000001,10.939634,15.647523,2.0,180.0,996.0
0.7727272727272727,algo1,12,00010,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00010/rep_02/raw_row.json,0.7727272727272727,2,finished,False,4,,,,,,,
0.7727272727272727,algo1,10,00010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00010/rep_02/raw_row.json,0.7727272727272727,2,finished,False,4,3.438987,28.148491999999997,5.945797,33.255497,2.0,168.0,972.0
0.7727272727272727,algo1,12,00010,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00010/rep_02/raw_row.json,0.7727272727272727,2,finished,False,3,6.077512,15.1262525,10.931104,15.523892,2.0,180.0,996.0
0.7727272727272727,algo1,12,00010,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00010/rep_03/raw_row.json,0.7727272727272727,3,finished,False,4,,,,,,,
0.7727272727272727,algo1,10,00010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00010/rep_03/raw_row.json,0.7727272727272727,3,finished,False,4,3.4699015,27.045736,5.940788,31.030557,2.0,168.0,972.0
0.7727272727272727,algo1,12,00010,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00010/rep_03/raw_row.json,0.7727272727272727,3,finished,False,3,6.065419,15.201080000000001,10.917146,15.654716,2.0,180.0,996.0
0.7727272727272727,algo1,12,00010,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00010/rep_04/raw_row.json,0.7727272727272727,4,finished,False,4,,,,,,,
0.7727272727272727,algo1,10,00010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00010/rep_04/raw_row.json,0.7727272727272727,4,finished,False,4,3.4266400000000004,28.2169515,5.922386,33.301334,2.0,168.0,972.0
0.7727272727272727,algo1,12,00010,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00010/rep_04/raw_row.json,0.7727272727272727,4,finished,False,3,6.0857345,15.1723125,10.95753,15.651533,2.0,180.0,996.0
0.36363636363636365,algo1,6,00100,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00100/rep_00/raw_row.json,0.36363636363636365,0,finished,False,2,,,,,,,
0.36363636363636365,algo1,6,00100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00100/rep_00/raw_row.json,0.36363636363636365,0,finished,False,2,2.096412,24.1449775,3.618648,33.090908,2.0,74.0,1031.0
0.36363636363636365,algo1,6,00100,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00100/rep_00/raw_row.json,0.36363636363636365,0,finished,False,2,3.7544405,16.569329,6.748539,24.988746,2.0,74.0,1031.0
0.36363636363636365,algo1,6,00100,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00100/rep_01/raw_row.json,0.36363636363636365,1,finished,False,2,,,,,,,
0.36363636363636365,algo1,6,00100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00100/rep_01/raw_row.json,0.36363636363636365,1,finished,False,2,2.1056385,24.069187499999998,3.635705,33.010636,2.0,74.0,1031.0
0.36363636363636365,algo1,6,00100,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00100/rep_01/raw_row.json,0.36363636363636365,1,finished,False,2,3.7405079999999997,16.567560999999998,6.719492,24.949979,2.0,74.0,1031.0
0.36363636363636365,algo1,6,00100,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00100/rep_02/raw_row.json,0.36363636363636365,2,finished,False,2,,,,,,,
0.36363636363636365,algo1,6,00100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00100/rep_02/raw_row.json,0.36363636363636365,2,finished,False,2,2.1075175,24.067425500000002,3.63969,33.023673,2.0,74.0,1031.0
0.36363636363636365,algo1,6,00100,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00100/rep_02/raw_row.json,0.36363636363636365,2,finished,False,2,3.7926765,15.532106,6.756525,22.923933,2.0,74.0,1031.0
0.36363636363636365,algo1,6,00100,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00100/rep_03/raw_row.json,0.36363636363636365,3,finished,False,2,,,,,,,
0.36363636363636365,algo1,6,00100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00100/rep_03/raw_row.json,0.36363636363636365,3,finished,False,2,2.1134915000000003,24.0841115,3.653188,33.112879,2.0,74.0,1031.0
0.36363636363636365,algo1,6,00100,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00100/rep_03/raw_row.json,0.36363636363636365,3,finished,False,2,3.7381970000000004,16.571989000000002,6.714972,24.953326,2.0,74.0,1031.0
0.36363636363636365,algo1,6,00100,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00100/rep_04/raw_row.json,0.36363636363636365,4,finished,False,2,,,,,,,
0.36363636363636365,algo1,6,00100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00100/rep_04/raw_row.json,0.36363636363636365,4,finished,False,2,2.1185115,23.988242,3.660406,32.95083,2.0,74.0,1031.0
0.36363636363636365,algo1,6,00100,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00100/rep_04/raw_row.json,0.36363636363636365,4,finished,False,2,3.770832,16.5232555,6.779652,24.934,2.0,74.0,1031.0
0.7727272727272727,algo1,19,00101,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.8717948717948718,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/greedy/sg1_sg2/00101/rep_00/raw_row.json,0.7727272727272727,0,finished,False,4,,,,,,,
0.0,algo1,6,00101,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.0,allenai/Olmo-3-7B-Instruct,sg1_sg2,0.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/sg1_sg2/00101/rep_00/raw_row.json,0.0,0,finished,False,2,6.043228,19.3758035,11.562474,30.535372,2.0,111.0,1701.0
0.4090909090909091,algo1,16,00101,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.5806451612903226,allenai/Olmo-3-7B-Instruct,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo1-olmo-current/runs/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_6/sg1_sg2/00101/rep_00/raw_row.json,0.4090909090909091,0,finished,False,2,12.7533455,12.4658775,23.047223,13.824126,2.0,290.0,1853.0
