source_input,pair_name,Depth,Number of Words,Example,Counter-Example,Decoding Algorithm,Beam Width Level,Contrastive Penalty Level,n_outputs,unique_output_count,mean_edge_count,sample_std_edge_count,mean_pairwise_jaccard,min_pairwise_jaccard,exact_match_pair_rate,union_edge_count
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,1,beam,1,0,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,1,contrastive,0,-1,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,1,greedy,0,0,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,-1,beam,-1,0,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,-1,beam,1,0,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,-1,contrastive,0,-1,5,1,100.0,0.0,1.0,1.0,1.0,100
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,-1,greedy,0,0,5,1,100.0,0.0,1.0,1.0,1.0,100
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,1,beam,-1,0,5,1,95.0,0.0,1.0,1.0,1.0,95
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,1,beam,1,0,5,1,100.0,0.0,1.0,1.0,1.0,100
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,1,contrastive,0,-1,5,1,90.0,0.0,1.0,1.0,1.0,90
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,1,greedy,0,0,5,1,90.0,0.0,1.0,1.0,1.0,90
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,-1,beam,-1,0,5,1,187.0,0.0,1.0,1.0,1.0,187
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,-1,beam,1,0,5,1,150.0,0.0,1.0,1.0,1.0,150
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,-1,contrastive,0,-1,5,1,160.0,0.0,1.0,1.0,1.0,160
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,-1,greedy,0,0,5,1,163.0,0.0,1.0,1.0,1.0,163
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,1,beam,-1,0,5,1,258.0,0.0,1.0,1.0,1.0,258
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,1,beam,1,0,5,1,261.0,0.0,1.0,1.0,1.0,261
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,1,contrastive,0,-1,5,1,255.0,0.0,1.0,1.0,1.0,255
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,1,greedy,0,0,5,1,258.0,0.0,1.0,1.0,1.0,258
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,-1,beam,-1,0,5,1,216.0,0.0,1.0,1.0,1.0,216
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,-1,beam,1,0,5,1,207.0,0.0,1.0,1.0,1.0,207
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,-1,contrastive,0,-1,5,1,261.0,0.0,1.0,1.0,1.0,261
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,-1,greedy,0,0,5,1,219.0,0.0,1.0,1.0,1.0,219
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,1,beam,-1,0,5,1,117.0,0.0,1.0,1.0,1.0,117
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,1,beam,1,0,5,1,135.0,0.0,1.0,1.0,1.0,135
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,1,contrastive,0,-1,5,1,114.0,0.0,1.0,1.0,1.0,114
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,1,greedy,0,0,5,1,102.0,0.0,1.0,1.0,1.0,102
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,-1,1,beam,-1,0,5,1,650.0,0.0,1.0,1.0,1.0,650
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,-1,1,beam,1,0,5,1,650.0,0.0,1.0,1.0,1.0,650
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,-1,1,greedy,0,0,5,1,645.0,0.0,1.0,1.0,1.0,645
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,1,-1,beam,-1,0,5,1,630.0,0.0,1.0,1.0,1.0,630
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,1,-1,beam,1,0,5,1,650.0,0.0,1.0,1.0,1.0,650
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,1,-1,contrastive,0,-1,5,1,580.0,0.0,1.0,1.0,1.0,580
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,1,-1,greedy,0,0,5,1,580.0,0.0,1.0,1.0,1.0,580
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,1,1,beam,-1,0,5,1,550.0,0.0,1.0,1.0,1.0,550
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,1,1,contrastive,0,-1,4,1,530.0,0.0,1.0,1.0,1.0,530
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,1,1,greedy,0,0,5,1,525.0,0.0,1.0,1.0,1.0,525
