source_input,Counterexample,metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.9109172077922079,0.009310821341266743,0.9107142857142858,0.8961038961038961,0.9318181818181818,0.9088768841065559,0.9129575314778599
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.914163961038961,0.013270011199819277,0.9172077922077921,0.8863636363636364,0.9318181818181818,0.911256041622673,0.917071880455249
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.22001310791461717,0.05608229413730942,0.2142857142857142,0.1176470588235294,0.3333333333333333,0.20772353335615132,0.23230268247308303
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,1,precision,80,0.24570204611564903,0.09334731919457571,0.22252747252747246,0.1363636363636363,0.4285714285714285,0.2252464128944777,0.2661576793368204
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,-1,recall,80,0.17763157894736836,0.07460874253254976,0.1578947368421052,0.0526315789473684,0.3157894736842105,0.16128221738554938,0.19398094050918735
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,1,recall,80,0.1809210526315789,0.07482871964637634,0.1578947368421052,0.0526315789473684,0.3684210526315789,0.16452348645931889,0.1973186188038389
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,-1,accuracy,80,0.8934800664451827,0.00670925505771202,0.893687707641196,0.8837209302325582,0.903654485049834,0.8920098361072147,0.8949502967831507
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,1,accuracy,80,0.8908845514950166,0.009376650881144602,0.8928571428571428,0.8637873754152824,0.903654485049834,0.8888298022754073,0.8929393007146258
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,-1,precision,80,0.30356083867113276,0.14014070674553847,0.27619047619047615,0.0833333333333333,0.5454545454545454,0.27285115229473983,0.3342705250475257
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,1,precision,80,0.2832259066827565,0.14034712177662143,0.2857142857142857,0.0714285714285714,0.5454545454545454,0.25247098761833775,0.31398082574717523
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,-1,recall,80,0.05720338983050843,0.023257494659966998,0.0508474576271186,0.0169491525423728,0.1016949152542373,0.05210686660399803,0.06229991305701884
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,1,recall,80,0.07627118644067793,0.07006503236562082,0.05932203389830505,0.0169491525423728,0.2542372881355932,0.06091750926958332,0.09162486361177254
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg3_sg1.csv,-1,accuracy,80,0.9365750528541226,0.004369806458321002,0.936046511627907,0.9291754756871036,0.945031712473573,0.9356174767937688,0.9375326289144763
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg3_sg1.csv,1,accuracy,80,0.9380946088794927,0.0051699972620213005,0.9386892177589852,0.9281183932346724,0.945031712473573,0.9369616832779987,0.9392275344809867
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg3_sg1.csv,-1,precision,80,0.2563441395699646,0.09905613265349994,0.2727272727272727,0.1176470588235294,0.5,0.23463750744222128,0.2780507716977079
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg3_sg1.csv,1,precision,80,0.25220398474074945,0.15159725041030686,0.26969696969696966,0.0,0.5,0.21898377254303805,0.28542419693846083
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg3_sg1.csv,-1,recall,80,0.08894230769230764,0.06871869201543486,0.06730769230769225,0.0192307692307692,0.3076923076923077,0.07388366035851197,0.1040009550261033
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg3_sg1.csv,1,recall,80,0.0540865384615384,0.036984003965527416,0.0576923076923076,0.0,0.1346153846153846,0.045982061260728374,0.06219101566234843
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.9153814935064934,0.010987149469889823,0.9155844155844156,0.8993506493506493,0.935064935064935,0.9129738282233183,0.9177891587896686
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.9183441558441559,0.014270574674661024,0.922077922077922,0.8863636363636364,0.9415584415584416,0.915216978289204,0.9214713333991077
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.1960061792782381,0.09681179660744571,0.2111111111111111,0.0,0.4,0.17479135897090115,0.21722099958557506
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,1,precision,80,0.20074427206780143,0.15203992783916434,0.1666666666666666,0.0,0.5714285714285714,0.1674270539014331,0.23406149023416978
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,-1,recall,80,0.11184210526315785,0.05884389414473127,0.1052631578947368,0.0,0.2105263157894736,0.0989473684210526,0.1247368421052631
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,1,recall,80,0.09736842105263153,0.07061267297367754,0.0789473684210526,0.0,0.2631578947368421,0.08189473684210523,0.11284210526315784
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,-1,accuracy,80,0.89015780730897,0.011366256492847497,0.8903654485049833,0.8687707641196013,0.9102990033222592,0.8876670665365348,0.8926485480814051
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,1,accuracy,80,0.8902616279069768,0.011618422203905304,0.8945182724252492,0.867109634551495,0.9053156146179402,0.8877156288867327,0.8928076269272209
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,-1,precision,80,0.34071468096961516,0.1672753585776643,0.3157894736842105,0.0714285714285714,0.7272727272727273,0.3040588518410648,0.3773705100981655
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,1,precision,80,0.3495128907429552,0.1518985929870592,0.3333333333333333,0.0714285714285714,0.6666666666666666,0.31622664394160277,0.38279913754430767
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,-1,recall,80,0.09639830508474574,0.04962367332814063,0.09322033898305085,0.0169491525423728,0.2542372881355932,0.0855240382129591,0.10727257195653238
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,1,recall,80,0.08792372881355928,0.04718203533875073,0.0847457627118644,0.0169491525423728,0.2203389830508474,0.07758450945680337,0.0982629481703152
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,-1,accuracy,80,0.8232029598308668,0.3131271168975452,0.9408033826638478,0.0,0.9460887949260042,0.7545859549706863,0.8918199646910473
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,1,accuracy,80,0.8223440803382663,0.31280690201832634,0.9408033826638478,0.0,0.945031712473573,0.7537972456573452,0.8908909150191875
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,-1,precision,80,0.21801709320091672,0.19941395306393167,0.225,0.0,0.5714285714285714,0.17431858403905215,0.2617156023627813
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,1,precision,80,0.2604162851037851,0.15831263462693107,0.28,0.0,0.5,0.22572449945694043,0.2951080707506298
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,-1,recall,80,0.032451923076923045,0.03261184180708721,0.0192307692307692,0.0,0.0961538461538461,0.025305538152015618,0.03959830800183047
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,1,recall,80,0.051682692307692256,0.03853373822184542,0.0384615384615384,0.0,0.1346153846153846,0.04323861461475189,0.06012677000063262
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.9320211038961039,0.006376216525515968,0.9318181818181818,0.922077922077922,0.9415584415584416,0.9306238538442534,0.9334183539479545
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.9348620129870129,0.005829610692188196,0.935064935064935,0.922077922077922,0.948051948051948,0.9335845432195838,0.9361394827544419
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.39653280747030745,0.1255453498028445,0.36931818181818177,0.2222222222222222,0.6666666666666666,0.36902146970132876,0.42404414523928613
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,1,precision,80,0.4335813492063492,0.11226961369583786,0.42261904761904756,0.2222222222222222,0.6666666666666666,0.4089791853792588,0.4581835130334396
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,-1,recall,80,0.15131578947368415,0.04909861083605487,0.1578947368421052,0.1052631578947368,0.2631578947368421,0.14055658199352197,0.16207499695384633
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,1,recall,80,0.1710526315789473,0.06350117678434195,0.1578947368421052,0.1052631578947368,0.3157894736842105,0.15713732268072733,0.18496794047716725
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,-1,accuracy,80,0.8975290697674418,0.002487748673750227,0.8986710963455149,0.8920265780730897,0.9003322259136213,0.8969839178031886,0.898074221731695
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,1,accuracy,80,0.8972176079734219,0.004131743459654832,0.8986710963455149,0.8903654485049833,0.903654485049834,0.8963121997677668,0.898123016179077
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,-1,precision,80,0.37395208957708953,0.05677865889121954,0.375,0.25,0.4444444444444444,0.3615099173637896,0.38639426179038944
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,1,precision,80,0.3546694624819625,0.12516984488065203,0.375,0.125,0.5714285714285714,0.3272404108571108,0.3820985141068142
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,-1,recall,80,0.06567796610169488,0.017964644340628066,0.0677966101694915,0.0338983050847457,0.1016949152542373,0.061741289839844254,0.0696146423635455
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,1,recall,80,0.05296610169491521,0.016922313012402813,0.0508474576271186,0.0169491525423728,0.0847457627118644,0.04925783635615354,0.05667436703367688
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,-1,accuracy,80,0.9432478858350951,0.0031402925865534298,0.9429175475687104,0.937632135306554,0.9482029598308668,0.9425597388812035,0.9439360327889867
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,1,accuracy,80,0.9443049682875264,0.002247726387079967,0.9439746300211416,0.9408033826638478,0.949260042283298,0.943812413525886,0.9447975230491669
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,-1,precision,80,0.400599574037074,0.17324935314419768,0.35416666666666663,0.1428571428571428,0.7142857142857143,0.36263463562962134,0.4385645124445267
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,1,precision,80,0.4658549783549783,0.16129753364837984,0.41428571428571426,0.25,0.8333333333333334,0.4305090978705763,0.5012008588393804
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,-1,recall,80,0.05889423076923071,0.029403691802282684,0.048076923076923,0.0192307692307692,0.1346153846153846,0.05245086271061369,0.06533759882784773
data/results/algo1/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,1,recall,80,0.058894230769230706,0.02317080667405534,0.0576923076923076,0.0384615384615384,0.1153846153846153,0.05381670388519474,0.06397175765326667
data/results/algo1/gpt-5/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.8936688311688311,0.024078566516544317,0.8961038961038961,0.8409090909090909,0.922077922077922,0.8883923826387202,0.898945279698942
data/results/algo1/gpt-5/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.8987418831168832,0.010971958104905973,0.900974025974026,0.8766233766233766,0.9155844155844156,0.8963375467883359,0.9011462194454305
data/results/algo1/gpt-5/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.2545189419768107,0.07095656476544665,0.2733333333333333,0.12,0.3529411764705882,0.238969899154801,0.2700679847988204
data/results/algo1/gpt-5/evaluated/metrics_sg1_sg2.csv,1,precision,80,0.2677732340880125,0.06064311124946709,0.2620137299771167,0.125,0.36,0.25448422641416524,0.2810622417618598
data/results/algo1/gpt-5/evaluated/metrics_sg1_sg2.csv,-1,recall,80,0.3421052631578947,0.11543158305430268,0.3157894736842105,0.1578947368421052,0.631578947368421,0.31681020224483103,0.36740032407095835
data/results/algo1/gpt-5/evaluated/metrics_sg1_sg2.csv,1,recall,80,0.3848684210526315,0.12935326129824706,0.3947368421052631,0.1052631578947368,0.5789473684210527,0.35652263788596256,0.4132142042193005
data/results/algo1/gpt-5/evaluated/metrics_sg2_sg3.csv,-1,accuracy,80,0.8894310631229235,0.010784293551305581,0.8911960132890365,0.8588039867109635,0.9086378737541528,0.8870678506028604,0.8917942756429866
data/results/algo1/gpt-5/evaluated/metrics_sg2_sg3.csv,1,accuracy,80,0.8898463455149501,0.010434494779654907,0.8920265780730897,0.8654485049833887,0.9019933554817277,0.887559786030409,0.8921329049994913
data/results/algo1/gpt-5/evaluated/metrics_sg2_sg3.csv,-1,precision,80,0.38393100787886,0.09355142726331847,0.3732142857142857,0.2291666666666666,0.6666666666666666,0.3634306475050751,0.40443136825264486
data/results/algo1/gpt-5/evaluated/metrics_sg2_sg3.csv,1,precision,80,0.383978437878983,0.07327391355862616,0.3851851851851852,0.25,0.5,0.36792158361291893,0.40003529214504707
data/results/algo1/gpt-5/evaluated/metrics_sg2_sg3.csv,-1,recall,80,0.1705508474576271,0.0374014534899246,0.1864406779661017,0.0847457627118644,0.2203389830508474,0.16235489259647182,0.1787468023187824
data/results/algo1/gpt-5/evaluated/metrics_sg2_sg3.csv,1,recall,80,0.1716101694915254,0.023257494659966984,0.1694915254237288,0.1186440677966101,0.2033898305084746,0.166513646265015,0.17670669271803582
data/results/algo1/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,accuracy,80,0.9327431289640591,0.00418588364126148,0.9339323467230444,0.9238900634249472,0.9386892177589852,0.9318258567680181,0.9336604011601001
data/results/algo1/gpt-5/evaluated/metrics_sg3_sg1.csv,1,accuracy,80,0.934593023255814,0.005677323725988305,0.9349894291754757,0.922832980972516,0.9429175475687104,0.9333489248412189,0.935837121670409
data/results/algo1/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,precision,80,0.3116764065448864,0.036983794125307806,0.31625000000000003,0.2413793103448276,0.3793103448275862,0.3035719753273419,0.3197808377624308
data/results/algo1/gpt-5/evaluated/metrics_sg3_sg1.csv,1,precision,80,0.33867689117746935,0.05375782605545613,0.32738095238095233,0.2702702702702703,0.4375,0.32689668814597367,0.35045709420896504
data/results/algo1/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,recall,80,0.18149038461538458,0.038075441583013105,0.1923076923076923,0.1153846153846153,0.25,0.1731467356013965,0.18983403362937265
data/results/algo1/gpt-5/evaluated/metrics_sg3_sg1.csv,1,recall,80,0.18269230769230765,0.04740277096256314,0.173076923076923,0.1153846153846153,0.3076923076923077,0.1723047175092815,0.1930798978753338
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.9320211038961039,0.008367314572461272,0.9318181818181819,0.9155844155844156,0.9448051948051948,0.9301875352471354,0.9338546725450725
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.9308035714285714,0.007724681210247636,0.9318181818181818,0.905844155844156,0.9383116883116884,0.9291108260240898,0.932496316833053
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.4060363247863248,0.17894307715495483,0.3681318681318681,0.1666666666666666,0.75,0.36682369409342086,0.4452489554792287
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,precision,80,0.314360119047619,0.130574052616611,0.3333333333333333,0.0,0.5,0.28574681818827813,0.3429734199069599
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,recall,80,0.131578947368421,0.05617642633932789,0.1052631578947368,0.0526315789473684,0.2631578947368421,0.1192687451817018,0.14388914955514018
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,recall,80,0.08881578947368417,0.040676758580220816,0.1052631578947368,0.0,0.1578947368421052,0.07990210173929145,0.09772947720807688
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,accuracy,80,0.8958679401993356,0.008204496765783829,0.8995016611295681,0.8787375415282392,0.9069767441860463,0.8940700505753675,0.8976658298233037
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,accuracy,80,0.8976536544850499,0.0070202333193774575,0.9003322259136213,0.8820598006644518,0.9069767441860463,0.8961152780308862,0.8991920309392135
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,precision,80,0.3580393564768565,0.19276295323567372,0.4083333333333333,0.1,0.7142857142857143,0.3157983119129557,0.40028040104075724
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,precision,80,0.3994295634920635,0.15290978726129628,0.3666666666666667,0.1428571428571428,0.7142857142857143,0.3659217289754171,0.4329373980087099
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,recall,80,0.0508474576271186,0.023355010788540298,0.0508474576271186,0.0169491525423728,0.0847457627118644,0.04572956523675373,0.05596535001748347
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,recall,80,0.06249999999999996,0.03894933851934384,0.05932203389830505,0.0169491525423728,0.1525423728813559,0.053964849876425386,0.07103515012357453
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,accuracy,80,0.9415301268498943,0.0035022877292072837,0.9418604651162792,0.9334038054968288,0.9460887949260042,0.9407626542128458,0.9422975994869429
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,accuracy,80,0.9423229386892178,0.002936628190199639,0.943446088794926,0.9365750528541226,0.9471458773784356,0.9416794216639408,0.9429664557144948
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,precision,80,0.31088962099991513,0.15054015571366458,0.2928571428571428,0.0,0.5238095238095238,0.2779010548910377,0.34387818710879253
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,precision,80,0.3383928571428571,0.2157576613649453,0.30952380952380953,0.0,1.0,0.2911128749899741,0.3856728392957401
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,recall,80,0.05168269230769227,0.04775635579833476,0.0384615384615384,0.0,0.2115384615384615,0.04121761943126348,0.06214776518412106
data/results/algo1/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,recall,80,0.04086538461538457,0.028927182527807266,0.0384615384615384,0.0,0.1153846153846153,0.03452643625547189,0.04720433297529725
