algorithm,model,baseline_strategy,metric,llm_mean,baseline_mean,baseline_ci95_low,baseline_ci95_high,mean_delta,mean_k,row_count,llm_row_count
algo1,gpt-5,random-k,recall,0.2388862322445618,1.0,1.0,1.0,-0.7611137677554382,618.6666666666666,2400,160
algo1,gpt-5,wordnet-ontology-match,accuracy,0.9065040458572436,1.0,1.0,1.0,-0.0934959541427564,618.6666666666666,480,160
algo1,gpt-5,wordnet-ontology-match,precision,0.3234258199241703,1.0,1.0,1.0,-0.6765741800758297,618.6666666666666,480,160
algo1,gpt-5,wordnet-ontology-match,recall,0.2388862322445618,1.0,1.0,1.0,-0.7611137677554382,618.6666666666666,480,160
algo1,openai-gpt-4o,random-k,accuracy,0.9233665559246954,1.0,1.0,1.0,-0.0766334440753045,520.4791666666666,2400,160
algo1,openai-gpt-4o,random-k,precision,0.3545246403242726,1.0,1.0,1.0,-0.6454753596757273,520.4791666666666,2400,160
algo1,openai-gpt-4o,random-k,recall,0.0710483785653834,1.0,1.0,1.0,-0.9289516214346164,520.4791666666666,2400,160
algo1,openai-gpt-4o,wordnet-ontology-match,accuracy,0.9233665559246956,1.0,1.0,1.0,-0.0766334440753045,520.4791666666666,480,160
algo1,openai-gpt-4o,wordnet-ontology-match,precision,0.3545246403242726,1.0,1.0,1.0,-0.6454753596757273,520.4791666666666,480,160
algo1,openai-gpt-4o,wordnet-ontology-match,recall,0.0710483785653834,1.0,1.0,1.0,-0.9289516214346166,520.4791666666666,480,160
algo2,deepseek-chat-v3-0324,random-k,accuracy,0.9128217652018524,1.0,1.0,1.0,-0.0871782347981475,614.2916666666666,4800,320
algo2,deepseek-chat-v3-0324,random-k,precision,0.3526204356623864,1.0,1.0,1.0,-0.6473795643376136,614.2916666666666,4800,320
algo2,deepseek-chat-v3-0324,random-k,recall,0.1563861679132642,1.0,1.0,1.0,-0.8436138320867358,614.2916666666666,4800,320
algo2,deepseek-chat-v3-0324,wordnet-ontology-match,accuracy,0.9128217652018524,1.0,1.0,1.0,-0.0871782347981475,614.2916666666666,960,320
algo2,deepseek-chat-v3-0324,wordnet-ontology-match,precision,0.3526204356623864,1.0,1.0,1.0,-0.6473795643376136,614.2916666666666,960,320
algo2,deepseek-chat-v3-0324,wordnet-ontology-match,recall,0.1563861679132642,1.0,1.0,1.0,-0.8436138320867358,614.2916666666666,960,320
algo2,deepseek-chat-v3.1,random-k,accuracy,0.9172781857193196,1.0,1.0,1.0,-0.0827218142806805,613.9270833333334,4800,320
algo2,deepseek-chat-v3.1,random-k,precision,0.3494692396501176,1.0,1.0,1.0,-0.6505307603498823,613.9270833333334,4800,320
algo2,deepseek-chat-v3.1,random-k,recall,0.1289502097200301,1.0,1.0,1.0,-0.8710497902799699,613.9270833333334,4800,320
algo2,deepseek-chat-v3.1,wordnet-ontology-match,accuracy,0.9172781857193194,1.0,1.0,1.0,-0.0827218142806805,613.9270833333334,960,320
algo2,deepseek-chat-v3.1,wordnet-ontology-match,precision,0.3494692396501176,1.0,1.0,1.0,-0.6505307603498823,613.9270833333334,960,320
algo2,deepseek-chat-v3.1,wordnet-ontology-match,recall,0.1289502097200301,1.0,1.0,1.0,-0.8710497902799699,613.9270833333334,960,320
algo2,gemini-2.0-flash-exp,random-k,accuracy,0.8818505864290749,0.953125,0.94714465460679,0.95910534539321,-0.0712744135709251,503.0260416666667,4800,320
algo2,gemini-2.0-flash-exp,random-k,precision,0.2925773034531258,0.953125,0.94714465460679,0.95910534539321,-0.6605476965468742,503.0260416666667,4800,320
algo2,gemini-2.0-flash-exp,random-k,recall,0.0551834764347308,0.953125,0.94714465460679,0.95910534539321,-0.8979415235652692,503.0260416666667,4800,320
algo2,gemini-2.0-flash-exp,wordnet-ontology-match,accuracy,0.8818505864290748,0.953125,0.9397469646666798,0.9665030353333202,-0.0712744135709251,503.0260416666667,960,320
algo2,gemini-2.0-flash-exp,wordnet-ontology-match,precision,0.2925773034531257,0.953125,0.9397469646666798,0.9665030353333202,-0.6605476965468742,503.0260416666667,960,320
algo2,gemini-2.0-flash-exp,wordnet-ontology-match,recall,0.0551834764347308,0.953125,0.9397469646666798,0.9665030353333202,-0.8979415235652691,503.0260416666667,960,320
algo2,gemini-2.5-pro,random-k,accuracy,0.9253514169938588,1.0,1.0,1.0,-0.0746485830061411,582.984375,4800,320
algo2,gemini-2.5-pro,random-k,precision,0.3928728406669582,1.0,1.0,1.0,-0.6071271593330416,582.984375,4800,320
algo2,gemini-2.5-pro,random-k,recall,0.0977629327351951,1.0,1.0,1.0,-0.9022370672648048,582.984375,4800,320
algo2,gemini-2.5-pro,wordnet-ontology-match,accuracy,0.9253514169938588,1.0,1.0,1.0,-0.0746485830061411,582.984375,960,320
algo2,gemini-2.5-pro,wordnet-ontology-match,precision,0.3928728406669582,1.0,1.0,1.0,-0.6071271593330417,582.984375,960,320
algo2,gemini-2.5-pro,wordnet-ontology-match,recall,0.0977629327351951,1.0,1.0,1.0,-0.9022370672648048,582.984375,960,320
algo2,gpt-5,random-k,accuracy,0.9183030995167624,1.0,1.0,1.0,-0.0816969004832376,618.3020833333334,4800,320
algo2,gpt-5,random-k,precision,0.3555737491344762,1.0,1.0,1.0,-0.6444262508655237,618.3020833333334,4800,320
algo2,gpt-5,random-k,recall,0.1640877857739197,1.0,1.0,1.0,-0.8359122142260802,618.3020833333334,4800,320
algo2,gpt-5,wordnet-ontology-match,accuracy,0.9183030995167624,1.0,1.0,1.0,-0.0816969004832376,618.3020833333334,960,320
algo2,gpt-5,wordnet-ontology-match,precision,0.3555737491344762,1.0,1.0,1.0,-0.6444262508655237,618.3020833333334,960,320
algo2,gpt-5,wordnet-ontology-match,recall,0.1640877857739197,1.0,1.0,1.0,-0.8359122142260803,618.3020833333334,960,320
algo2,openai-gpt-4o,random-k,accuracy,0.6247302237491191,0.671875,0.658590518829798,0.685159481170202,-0.0471447762508809,272.8072916666667,4800,320
algo2,openai-gpt-4o,random-k,precision,0.3034908234126984,0.671875,0.658590518829798,0.685159481170202,-0.3683841765873016,272.8072916666667,4800,320
algo2,openai-gpt-4o,random-k,recall,0.047603283898305,0.671875,0.658590518829798,0.685159481170202,-0.624271716101695,272.8072916666667,4800,320
algo2,openai-gpt-4o,wordnet-ontology-match,accuracy,0.624730223749119,0.671875,0.6421576096496752,0.7015923903503248,-0.0471447762508809,272.8072916666667,960,320
algo2,openai-gpt-4o,wordnet-ontology-match,precision,0.3034908234126984,0.671875,0.6421576096496752,0.7015923903503248,-0.3683841765873016,272.8072916666667,960,320
algo2,openai-gpt-4o,wordnet-ontology-match,recall,0.047603283898305,0.671875,0.6421576096496752,0.7015923903503248,-0.624271716101695,272.8072916666667,960,320
algo3,deepseek-chat-v3.1,random-k,recall,0.0577651541666666,0.075,0.0600910184303934,0.0899089815696065,-0.0172348458333333,38.87916666666667,1200,240
algo3,deepseek-chat-v3.1,wordnet-ontology-match,recall,0.0577651541666666,0.075,0.0416067553746138,0.1083932446253861,-0.0172348458333333,38.87916666666667,240,240
algo3,deepseek-v3-chat-0324,random-k,recall,0.0073863625,0.0083333333333333,0.0031877014412067,0.0134789652254599,-0.0009469708333333,3.5,1200,240
algo3,deepseek-v3-chat-0324,wordnet-ontology-match,recall,0.0073863625,0.0083333333333333,-0.003191890151835,0.0198585568185017,-0.0009469708333333,3.5,240,240
algo3,gemini-2.0-flash-exp,random-k,recall,0.0566287958333333,0.1083333333333333,0.0907407831412978,0.1259258835253688,-0.0517045375,46.40416666666667,1200,240
algo3,gemini-2.0-flash-exp,wordnet-ontology-match,recall,0.0566287958333333,0.1083333333333333,0.0689294123207374,0.1477372543459292,-0.0517045375,46.40416666666667,240,240
algo3,google-gemini-2.5-pro,random-k,recall,0.0303030333333333,0.05,0.0376634624604231,0.0623365375395768,-0.0196969666666666,20.483333333333334,1200,240
algo3,google-gemini-2.5-pro,wordnet-ontology-match,recall,0.0303030333333333,0.05,0.0223685340969794,0.0776314659030206,-0.0196969666666666,20.483333333333334,240,240
algo3,gpt-5,random-k,recall,0.0,0.0,0.0,0.0,0.0,0.0,1200,240
algo3,gpt-5,wordnet-ontology-match,recall,0.0,0.0,0.0,0.0,0.0,0.0,240,240
algo3,openai-gpt-4o,random-k,recall,0.0865530291666666,0.0875,0.0715056372003194,0.1034943627996805,-0.0009469708333333,49.93333333333333,1200,240
algo3,openai-gpt-4o,wordnet-ontology-match,recall,0.0865530291666666,0.0875,0.0516757106544599,0.1233242893455399,-0.0009469708333333,49.93333333333333,240,240
