algorithm,model,embedding_model,decoding_algorithm,condition_label,pair_name,condition_bits,replication,status,thinking_mode_supported,raw_row_path,result_edge_count,recall,avg_duration_seconds,avg_tokens_per_second,max_duration_seconds,max_tokens_per_second,response_trace_count,total_completion_tokens,total_prompt_tokens
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,0,3,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0000/rep_03/raw_row.json,66,0.0,2.7792999999999997,11.059266363636365,3.548481,13.620886,22,681,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,0,3,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0000/rep_03/raw_row.json,66,0.0,3.2505040454545453,9.389838318181818,4.364382,12.143757,22,683,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,0,4,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0000/rep_04/raw_row.json,66,0.0,2.716843909090909,11.100617,4.208343,13.912892,22,664,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,0,4,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0000/rep_04/raw_row.json,66,0.0,2.861727954545455,10.78827368181818,3.520657,13.349782,22,681,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,0,4,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0000/rep_04/raw_row.json,66,0.0,3.228187772727273,9.45382059090909,4.254827,12.456439,22,683,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,1,0,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0001/rep_00/raw_row.json,264,0.0,2.7808709090909094,10.774813147727274,3.763519,13.184286,88,2653,18990
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,1,0,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0001/rep_00/raw_row.json,264,0.227273,2.707404011363636,11.087564204545457,3.786991,13.995281,88,2677,19006
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,1,0,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0001/rep_00/raw_row.json,264,0.227273,3.2982087613636364,9.215797988636364,4.686574,12.252272,88,2722,19013
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,1,1,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0001/rep_01/raw_row.json,264,0.0,2.5626268522727274,11.602699193181818,3.400287,13.822361,88,2653,18990
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,1,1,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0001/rep_01/raw_row.json,264,0.227273,2.682081727272727,11.181143102272728,3.696063,14.339583,88,2677,19006
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,1,1,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0001/rep_01/raw_row.json,264,0.227273,3.266081840909091,9.298930875,4.733271,12.37283,88,2722,19013
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,1,2,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0001/rep_02/raw_row.json,264,0.0,2.5709454204545454,11.569990193181818,3.431106,13.698208,88,2653,18990
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,1,2,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0001/rep_02/raw_row.json,264,0.227273,2.723254625,11.011245795454546,4.065824,13.341701,88,2677,19006
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,1,2,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0001/rep_02/raw_row.json,264,0.227273,3.295334090909091,9.215727488636364,4.74216,12.168407,88,2722,19013
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,1,3,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0001/rep_03/raw_row.json,264,0.0,2.6286754886363637,11.311785431818182,3.543979,13.550741,88,2653,18990
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,1,3,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0001/rep_03/raw_row.json,264,0.227273,2.7142475,11.047328613636363,3.90467,13.573492,88,2677,19006
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,1,3,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0001/rep_03/raw_row.json,264,0.227273,3.2930185568181822,9.222664272727274,4.709789,12.29535,88,2722,19013
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,1,4,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0001/rep_04/raw_row.json,264,0.0,2.5792543863636364,11.528405454545457,3.401865,13.81595,88,2653,18990
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,1,4,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0001/rep_04/raw_row.json,264,0.227273,2.756069193181818,10.934976522727272,3.992775,13.42319,88,2677,19006
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,1,4,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0001/rep_04/raw_row.json,264,0.227273,3.2817171590909093,9.254726079545454,4.769405,12.226418,88,2722,19013
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,10,0,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0010/rep_00/raw_row.json,110,0.227273,3.3067841363636363,13.33658090909091,4.791726,15.414103,22,984,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,10,0,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_00/raw_row.json,110,0.227273,3.369360227272727,12.692218272727272,4.693492,14.693748,22,955,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,10,0,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0010/rep_00/raw_row.json,110,0.227273,3.9757745454545454,10.896990136363636,5.257217,13.695459,22,967,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,10,1,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0010/rep_01/raw_row.json,110,0.227273,3.2969070909090905,13.481664863636365,5.708978,15.857302,22,984,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,10,1,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_01/raw_row.json,110,0.227273,3.3686703636363635,12.75844581818182,4.479359,15.4322,22,955,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,10,1,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0010/rep_01/raw_row.json,110,0.227273,3.836102863636363,11.264701681818185,5.140601,14.006146,22,967,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,10,2,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0010/rep_02/raw_row.json,110,0.227273,3.2957296818181816,13.367473681818185,4.633103,15.756179,22,984,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,10,2,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_02/raw_row.json,110,0.227273,3.289182545454546,13.00478759090909,4.68179,15.368095,22,955,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,10,2,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0010/rep_02/raw_row.json,110,0.227273,3.8512257272727273,11.220992909090908,5.164575,13.941128,22,967,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,10,3,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0010/rep_03/raw_row.json,110,0.227273,3.198280136363636,13.787296499999998,4.541834,16.072802,22,984,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,10,3,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_03/raw_row.json,110,0.227273,3.3275234090909094,12.85794159090909,4.639153,14.657849,22,955,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,10,3,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0010/rep_03/raw_row.json,110,0.227273,3.810967181818182,11.339222,5.203375,13.837174,22,967,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,10,4,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0010/rep_04/raw_row.json,110,0.227273,3.272145318181818,13.47741140909091,4.634605,15.751072,22,984,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,10,4,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_04/raw_row.json,110,0.227273,3.2262396818181815,13.25064331818182,4.454892,15.37698,22,955,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,10,4,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0010/rep_04/raw_row.json,110,0.227273,3.9291906818181817,11.006808954545455,5.719993,13.082017,22,967,4752
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,11,0,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0011/rep_00/raw_row.json,655,1.0,3.3299760992366414,12.7105283740458,5.517234,15.903064,131,5627,28297
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,11,0,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0011/rep_00/raw_row.json,655,0.227273,4.122184748091604,10.691915778625956,6.941418,14.036781,131,5846,28303
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,11,1,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0011/rep_01/raw_row.json,655,1.0,3.3240974503816796,12.740850694656489,5.396972,16.13269,131,5627,28297
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,11,1,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0011/rep_01/raw_row.json,655,0.227273,3.9116690839694654,11.195319374045802,5.89028,14.398762,131,5846,28303
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,11,2,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0011/rep_02/raw_row.json,655,1.0,3.8815870763358777,11.10609958778626,6.99169,15.696473,131,5627,28297
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,11,2,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0011/rep_02/raw_row.json,655,0.227273,4.015640877862595,10.925076984732826,5.943114,14.134005,131,5846,28303
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,11,3,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0011/rep_03/raw_row.json,655,1.0,3.4123202290076335,12.386317809160309,5.497579,15.522316,131,5627,28297
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,11,3,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0011/rep_03/raw_row.json,655,0.227273,4.05143445038168,10.832804122137404,6.56277,13.815255,131,5846,28303
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,11,4,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0011/rep_04/raw_row.json,655,1.0,3.369014366412214,12.547514412213742,5.461693,15.562941,131,5627,28297
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,11,4,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0011/rep_04/raw_row.json,655,0.227273,3.9837501603053433,11.006361916030537,6.135271,13.972198,131,5846,28303
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,100,0,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0100/rep_00/raw_row.json,66,0.0,2.559163409090909,11.174848818181818,3.079168,13.030617,22,634,7150
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,100,0,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_00/raw_row.json,66,0.0,2.778242636363637,10.399218363636365,3.75386,12.520444,22,641,7150
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,100,0,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0100/rep_00/raw_row.json,66,0.0,3.2660117272727276,8.788023681818181,3.691442,10.340784,22,636,7150
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,100,1,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0100/rep_01/raw_row.json,66,0.0,2.597141363636364,11.00881559090909,3.08011,12.955213,22,634,7150
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,100,1,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_01/raw_row.json,66,0.0,2.848501727272727,10.126804863636364,3.551978,13.232064,22,641,7150
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,100,1,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0100/rep_01/raw_row.json,66,0.0,3.2687409545454544,8.779859318181819,3.657064,10.46108,22,636,7150
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,100,2,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0100/rep_02/raw_row.json,66,0.0,2.495515272727273,11.452621954545457,2.940454,13.157101,22,634,7150
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,100,2,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_02/raw_row.json,66,0.0,3.0378959545454545,9.622119727272729,4.705082,11.847465,22,641,7150
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,100,2,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/subgraph_1_to_subgraph_3/0100/rep_02/raw_row.json,66,0.0,3.823472045454545,7.506051136363637,4.364462,8.706687,22,636,7150
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,100,3,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/greedy/subgraph_1_to_subgraph_3/0100/rep_03/raw_row.json,66,0.0,3.3686898636363636,8.479988,4.009662,9.555576,22,634,7150
algo3,Qwen/Qwen3.5-9B,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,100,3,finished,True,/workspace/results/hf-paper-batch-algo3-qwen-current/runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_03/raw_row.json,66,0.0,3.494130363636364,8.2538775,4.683331,10.035591,22,641,7150
