source_input,pair_name,Depth,Number of Words,Example,Counter-Example,n_outputs,unique_output_count,mean_edge_count,sample_std_edge_count,mean_pairwise_jaccard,min_pairwise_jaccard,exact_match_pair_rate,union_edge_count
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,-1,-1,-1,1,5,1,42.0,0.0,1.0,1.0,1.0,42
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,-1,-1,1,-1,5,1,42.0,0.0,1.0,1.0,1.0,42
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,-1,-1,1,1,5,1,42.0,0.0,1.0,1.0,1.0,42
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,-1,1,-1,-1,5,1,70.0,0.0,1.0,1.0,1.0,70
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,-1,1,-1,1,5,1,70.0,0.0,1.0,1.0,1.0,70
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,-1,1,1,-1,5,1,70.0,0.0,1.0,1.0,1.0,70
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,-1,1,1,1,5,1,70.0,0.0,1.0,1.0,1.0,70
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,1,-1,-1,-1,5,1,162.0,0.0,1.0,1.0,1.0,162
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,1,-1,-1,1,5,1,162.0,0.0,1.0,1.0,1.0,162
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,1,-1,1,-1,5,1,165.0,0.0,1.0,1.0,1.0,165
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,1,-1,1,1,5,1,165.0,0.0,1.0,1.0,1.0,165
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,1,1,-1,-1,5,1,400.0,0.0,1.0,1.0,1.0,400
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,1,1,-1,1,5,1,395.0,0.0,1.0,1.0,1.0,395
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,1,1,1,-1,5,1,410.0,0.0,1.0,1.0,1.0,410
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_1,1,1,1,1,5,1,395.0,0.0,1.0,1.0,1.0,395
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_3,-1,-1,-1,-1,5,1,42.0,0.0,1.0,1.0,1.0,42
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_3,-1,-1,-1,1,5,1,42.0,0.0,1.0,1.0,1.0,42
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_3,-1,1,-1,-1,5,1,70.0,0.0,1.0,1.0,1.0,70
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_3,1,-1,-1,-1,5,1,162.0,0.0,1.0,1.0,1.0,162
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/raw.csv,subgraph_2_to_subgraph_3,1,1,-1,-1,5,1,400.0,0.0,1.0,1.0,1.0,400
