source_input,pair_name,Depth,Number of Words,Example,Counter-Example,metric,n,mean,sample_std,min,max,range_width,coefficient_of_variation,relative_half_width_target,z_score,precision_margin,required_total_runs,additional_runs_needed,requirement_status
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_1_to_subgraph_3,1,-1,1,1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_1_to_subgraph_3,1,1,-1,-1,Recall,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_1_to_subgraph_3,1,1,-1,1,Recall,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_1_to_subgraph_3,1,1,1,-1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_1_to_subgraph_3,1,1,1,1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,-1,-1,-1,-1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,-1,-1,-1,1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,-1,-1,1,-1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,-1,-1,1,1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,-1,1,-1,-1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,-1,1,-1,1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,-1,1,1,-1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,-1,1,1,1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,1,-1,-1,-1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,1,-1,-1,1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,1,-1,1,-1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,1,-1,1,1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,1,1,-1,-1,Recall,5,0.363636,0.0,0.363636,0.363636,0.0,0.0,0.1,1.645,0.0363636,5,0,satisfied
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,1,1,-1,1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,1,1,1,-1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_1,1,1,1,1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_3,-1,-1,-1,-1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_3,-1,-1,-1,1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_3,-1,1,-1,-1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_3,1,-1,-1,-1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-qwen-current/aggregated/algo3/Qwen__Qwen3.5-9B/beam_num_beams_2/evaluated.csv,subgraph_2_to_subgraph_3,1,1,-1,-1,Recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
