source_input,pair_name,Depth,Number of Words,Example,Counter-Example,Decoding Algorithm,Beam Width Level,Contrastive Penalty Level,n_outputs,unique_output_count,mean_edge_count,sample_std_edge_count,mean_pairwise_jaccard,min_pairwise_jaccard,exact_match_pair_rate,union_edge_count
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,-1,1,-1,beam,1,0,5,1,66.0,0.0,1.0,1.0,1.0,66
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,-1,1,-1,contrastive,0,-1,5,1,66.0,0.0,1.0,1.0,1.0,66
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,-1,1,-1,greedy,0,0,5,1,68.0,0.0,1.0,1.0,1.0,68
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,-1,1,1,beam,-1,0,5,1,66.0,0.0,1.0,1.0,1.0,66
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,-1,1,1,beam,1,0,5,1,66.0,0.0,1.0,1.0,1.0,66
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,-1,1,1,contrastive,0,-1,5,1,66.0,0.0,1.0,1.0,1.0,66
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,-1,1,1,greedy,0,0,5,1,68.0,0.0,1.0,1.0,1.0,68
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,-1,beam,-1,0,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,-1,beam,1,0,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,-1,contrastive,0,-1,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,-1,greedy,0,0,5,1,115.0,0.0,1.0,1.0,1.0,115
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,1,beam,-1,0,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,1,beam,1,0,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,1,contrastive,0,-1,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,1,greedy,0,0,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,-1,beam,-1,0,5,1,111.0,0.0,1.0,1.0,1.0,111
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,-1,beam,1,0,5,1,117.0,0.0,1.0,1.0,1.0,117
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,-1,contrastive,0,-1,5,1,124.0,0.0,1.0,1.0,1.0,124
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,-1,greedy,0,0,5,1,122.0,0.0,1.0,1.0,1.0,122
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,1,beam,-1,0,4,1,113.0,0.0,1.0,1.0,1.0,113
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,1,beam,1,0,4,1,111.0,0.0,1.0,1.0,1.0,111
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,1,contrastive,0,-1,3,1,111.0,0.0,1.0,1.0,1.0,111
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,1,greedy,0,0,4,1,111.0,0.0,1.0,1.0,1.0,111
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,-1,beam,-1,0,5,1,261.0,0.0,1.0,1.0,1.0,261
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,-1,contrastive,0,-1,5,1,261.0,0.0,1.0,1.0,1.0,261
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,-1,greedy,0,0,5,1,263.0,0.0,1.0,1.0,1.0,263
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,1,beam,-1,0,5,1,258.0,0.0,1.0,1.0,1.0,258
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,1,contrastive,0,-1,5,1,258.0,0.0,1.0,1.0,1.0,258
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,1,greedy,0,0,5,1,258.0,0.0,1.0,1.0,1.0,258
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,-1,beam,-1,0,5,1,284.0,0.0,1.0,1.0,1.0,284
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,-1,contrastive,0,-1,5,1,266.0,0.0,1.0,1.0,1.0,266
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,-1,greedy,0,0,5,1,286.0,0.0,1.0,1.0,1.0,286
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,1,beam,-1,0,5,1,264.0,0.0,1.0,1.0,1.0,264
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,1,contrastive,0,-1,5,1,264.0,0.0,1.0,1.0,1.0,264
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,1,greedy,0,0,5,1,272.0,0.0,1.0,1.0,1.0,272
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,-1,-1,beam,1,0,5,1,655.0,0.0,1.0,1.0,1.0,655
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,-1,-1,greedy,0,0,5,1,687.0,0.0,1.0,1.0,1.0,687
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,-1,1,beam,1,0,5,1,647.0,0.0,1.0,1.0,1.0,647
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,-1,1,greedy,0,0,5,1,646.0,0.0,1.0,1.0,1.0,646
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,1,-1,beam,1,0,5,1,705.0,0.0,1.0,1.0,1.0,705
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/combined/raw.csv,subgraph_1_to_subgraph_3,1,1,1,-1,greedy,0,0,5,1,807.0,0.0,1.0,1.0,1.0,807
