algorithm,avg_duration_seconds,avg_tokens_per_second,condition_bits,condition_label,decoding_algorithm,embedding_model,max_duration_seconds,max_tokens_per_second,model,pair_name,raw_row_path,recall,replication,response_trace_count,result_edge_count,status,thinking_mode_supported,total_completion_tokens,total_prompt_tokens
algo3,2.4635256818181817,27.510951363636366,0010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,11.488132,32.18693,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_00/raw_row.json,0.409091,0,22,70,finished,False,912,5280
algo3,2.4824719545454546,27.344746045454546,0010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,11.681436,32.182449,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_01/raw_row.json,0.409091,1,22,70,finished,False,912,5280
algo3,2.5176617272727273,26.929428772727274,0010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,11.755822,31.385434,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_02/raw_row.json,0.409091,2,22,70,finished,False,912,5280
algo3,2.5018510000000003,27.16015818181818,0010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,11.708697,31.640411,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_03/raw_row.json,0.409091,3,22,70,finished,False,912,5280
algo3,2.477062818181818,27.44398040909091,0010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,11.611625,31.992707,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_04/raw_row.json,0.409091,4,22,70,finished,False,912,5280
algo3,1.652434590909091,24.92620731818182,0100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.460028,28.963798,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_00/raw_row.json,0.0,0,22,66,finished,False,770,7678
algo3,1.6401543181818183,25.157598090909094,0100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.358214,29.364223,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_01/raw_row.json,0.0,1,22,66,finished,False,770,7678
algo3,1.6501662272727273,24.984553318181817,0100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.462766,29.193131,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_02/raw_row.json,0.0,2,22,66,finished,False,770,7678
algo3,1.6210277727272726,25.349245727272727,0100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.210374,29.612498,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_03/raw_row.json,0.0,3,22,66,finished,False,770,7678
algo3,1.638271590909091,25.17448431818182,0100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.268759,29.38527,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0100/rep_04/raw_row.json,0.0,4,22,66,finished,False,770,7678
algo3,1.2343898181818183,26.017607647727274,0101,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.360887,32.246782,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0101/rep_00/raw_row.json,0.0,0,88,264,finished,False,2764,30581
algo3,1.2317929204545455,26.007103556818183,0101,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.331788,32.654557,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0101/rep_01/raw_row.json,0.0,1,88,264,finished,False,2764,30581
algo3,1.2274399772727274,26.105631840909094,0101,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.218132,32.374109,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0101/rep_02/raw_row.json,0.0,2,88,264,finished,False,2764,30581
algo3,1.232254784090909,26.080065068181817,0101,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.347923,32.53831,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0101/rep_03/raw_row.json,0.0,3,88,264,finished,False,2764,30581
algo3,1.2361417613636363,25.977283363636364,0101,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.357658,31.998636,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0101/rep_04/raw_row.json,0.0,4,88,264,finished,False,2764,30581
algo3,1.2257081818181819,27.90126522727273,0110,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,1.617524,29.105342,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0110/rep_00/raw_row.json,0.0,0,22,110,finished,False,753,8118
algo3,1.1986963181818182,28.531696454545454,0110,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,1.597431,29.677129,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0110/rep_01/raw_row.json,0.0,1,22,110,finished,False,753,8118
algo3,1.223318409090909,27.945537636363635,0110,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,1.610831,29.055656,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0110/rep_02/raw_row.json,0.0,2,22,110,finished,False,753,8118
algo3,1.2097539545454545,28.275954000000002,0110,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,1.593936,29.577202,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0110/rep_03/raw_row.json,0.0,3,22,110,finished,False,753,8118
algo3,1.1950076818181818,28.61948236363636,0110,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,1.580283,29.823121,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0110/rep_04/raw_row.json,0.0,4,22,110,finished,False,753,8118
algo3,1.3222648181818182,27.166624598484848,0111,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,12.309,31.781931,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0111/rep_00/raw_row.json,0.0,0,132,660,finished,False,4517,48495
algo3,1.3082244621212122,27.39913612878788,0111,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,12.155567,31.946142,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0111/rep_01/raw_row.json,0.0,1,132,660,finished,False,4517,48495
algo3,1.3154054393939394,27.233674931818182,0111,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,12.102648,31.746993,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0111/rep_02/raw_row.json,0.0,2,132,660,finished,False,4517,48495
algo3,1.3256882121212121,27.06837202272727,0111,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,12.321947,31.300465,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0111/rep_03/raw_row.json,0.0,3,132,660,finished,False,4517,48495
algo3,1.3063367803030304,27.473883909090908,0111,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,12.002851,31.422084,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/0111/rep_04/raw_row.json,0.0,4,132,660,finished,False,4517,48495
algo3,1.7886462272727273,24.605428454545457,1000,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.205616,30.909328,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1000/rep_00/raw_row.json,0.0,0,22,57,finished,False,843,8668
algo3,1.7173525909090908,25.557712272727272,1000,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,9.76133,32.28505,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1000/rep_01/raw_row.json,0.0,1,22,57,finished,False,843,8668
algo3,1.7632558181818183,24.980986954545457,1000,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.140758,31.306905,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1000/rep_02/raw_row.json,0.0,2,22,57,finished,False,843,8668
algo3,1.7338307272727271,25.419034863636362,1000,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,9.96811,31.967797,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1000/rep_03/raw_row.json,0.0,3,22,57,finished,False,843,8668
algo3,1.7627519999999999,25.115351954545453,1000,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,10.157591,31.164998,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1000/rep_04/raw_row.json,0.0,4,22,57,finished,False,843,8668
algo3,2.128955088607595,25.076449683544304,1001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,15.980726,32.068192,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1001/rep_00/raw_row.json,0.0,0,79,219,finished,False,3840,31036
algo3,2.1800613670886078,24.656259569620254,1001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,16.431913,31.924797,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1001/rep_01/raw_row.json,0.0,1,79,219,finished,False,3840,31036
algo3,2.161022240506329,24.838661784810128,1001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,16.425342,31.584891,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1001/rep_02/raw_row.json,0.0,2,79,219,finished,False,3840,31036
algo3,2.1575972025316457,24.891545075949367,1001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,16.429949,31.615102,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1001/rep_03/raw_row.json,0.0,3,79,219,finished,False,3840,31036
algo3,2.138640329113924,25.221193962025314,1001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,16.295117,32.187493,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1001/rep_04/raw_row.json,0.0,4,79,219,finished,False,3840,31036
algo3,2.456496,27.72286036363636,1010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,24.704213,29.970083,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1010/rep_00/raw_row.json,0.0,0,22,110,finished,False,1521,9284
algo3,2.467302,27.550946363636363,1010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,24.898878,31.164387,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1010/rep_01/raw_row.json,0.0,1,22,110,finished,False,1521,9284
algo3,2.4514006818181815,27.6482675,1010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,24.622863,31.270313,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1010/rep_02/raw_row.json,0.0,2,22,110,finished,False,1521,9284
algo3,2.4223224545454545,28.129448318181815,1010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,24.492583,31.635686,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1010/rep_03/raw_row.json,0.0,3,22,110,finished,False,1521,9284
algo3,2.455957636363636,27.773087909090908,1010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,24.914632,31.634247,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1010/rep_04/raw_row.json,0.0,4,22,110,finished,False,1521,9284
algo3,1.493735681818182,27.18501625,1011,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,24.68504,31.498666,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1011/rep_00/raw_row.json,0.0,0,132,630,finished,False,5215,55514
algo3,1.497994371212121,27.11672965909091,1011,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,24.856393,31.451431,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1011/rep_01/raw_row.json,0.0,1,132,630,finished,False,5215,55514
algo3,1.4984533333333334,27.08545703787879,1011,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,24.708939,31.552692,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1011/rep_02/raw_row.json,0.0,2,132,630,finished,False,5215,55514
algo3,1.5089134166666667,26.922823424242424,1011,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,24.983801,31.435343,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1011/rep_03/raw_row.json,0.0,3,132,630,finished,False,5215,55514
algo3,1.5168892803030303,26.76442753030303,1011,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,25.366818,31.277178,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1011/rep_04/raw_row.json,0.0,4,132,630,finished,False,5215,55514
algo3,4.907268090909091,21.50868877272727,1100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,42.939941,31.063078,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1100/rep_00/raw_row.json,0.0,0,22,30,finished,False,2134,11066
algo3,4.940094545454546,21.64086940909091,1100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,43.069687,28.675608,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1100/rep_01/raw_row.json,0.0,1,22,30,finished,False,2134,11066
algo3,4.912371090909091,21.442140772727274,1100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,42.904126,30.595351,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1100/rep_02/raw_row.json,0.0,2,22,30,finished,False,2134,11066
algo3,4.904186500000001,22.0614765,1100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,42.8964,31.004971,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1100/rep_03/raw_row.json,0.0,3,22,30,finished,False,2134,11066
algo3,4.9230041363636365,21.390944454545455,1100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,42.942602,30.752317,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1100/rep_04/raw_row.json,0.0,4,22,30,finished,False,2134,11066
algo3,3.190678673076923,23.884631326923078,1101,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,43.214162,30.581074,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1101/rep_00/raw_row.json,0.0,0,52,120,finished,False,3691,26103
algo3,3.1580462307692305,24.233043403846157,1101,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,42.924876,31.091812,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1101/rep_01/raw_row.json,0.0,1,52,120,finished,False,3691,26103
algo3,3.2062303269230767,23.584110173076922,1101,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,43.239418,30.547839,allenai/Olmo-3-7B-Instruct,subgraph_1_to_subgraph_3,/workspace/results/hf-paper-batch-algo3-olmo-current/runs/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/subgraph_1_to_subgraph_3/1101/rep_02/raw_row.json,0.0,2,52,120,finished,False,3691,26103
