accuracy,algorithm,avg_duration_seconds,avg_tokens_per_second,candidate_edge_count,condition_bits,condition_label,decoding_algorithm,embedding_model,f1,max_duration_seconds,max_tokens_per_second,model,pair_name,precision,raw_row_path,recall,replication,response_trace_count,status,thinking_mode_supported,total_completion_tokens,total_prompt_tokens,verified_edge_count,result_edge_count
0.0,algo2,7.2799925000000005,18.3011555,2.0,000111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.407476,20.632722,mistralai/Ministral-3-8B-Instruct-2512,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg3_sg1/000111/rep_00/raw_row.json,0.0,0,4,finished,False,549,23933,0.0,
0.0,algo2,7.258201,18.34516975,2.0,000111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.479381,20.513838,mistralai/Ministral-3-8B-Instruct-2512,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg3_sg1/000111/rep_01/raw_row.json,0.0,1,4,finished,False,549,23933,0.0,
0.0,algo2,7.39759175,18.03099625,2.0,000111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.485482,20.503815,mistralai/Ministral-3-8B-Instruct-2512,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg3_sg1/000111/rep_02/raw_row.json,0.0,2,4,finished,False,549,23933,0.0,
0.0,algo2,7.336222,18.180804,2.0,000111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.660416,20.220504,mistralai/Ministral-3-8B-Instruct-2512,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg3_sg1/000111/rep_03/raw_row.json,0.0,3,4,finished,False,549,23933,0.0,
0.0,algo2,7.2738005,18.31411725,2.0,000111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.486759,20.501717,mistralai/Ministral-3-8B-Instruct-2512,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg3_sg1/000111/rep_04/raw_row.json,0.0,4,4,finished,False,549,23933,0.0,
0.0,algo2,7.31408275,18.205768,2.0,000110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.53294,20.426173,mistralai/Ministral-3-8B-Instruct-2512,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg3_sg1/000110/rep_00/raw_row.json,0.0,0,4,finished,False,549,23933,0.0,
0.0,algo2,7.25154125,18.36876675,2.0,000110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.478093,20.515955,mistralai/Ministral-3-8B-Instruct-2512,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg3_sg1/000110/rep_01/raw_row.json,0.0,1,4,finished,False,549,23933,0.0,
0.0,algo2,7.410286,17.99959675,2.0,000110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.63161,20.266616,mistralai/Ministral-3-8B-Instruct-2512,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg3_sg1/000110/rep_02/raw_row.json,0.0,2,4,finished,False,549,23933,0.0,
0.0,algo2,7.37033675,18.084718000000002,2.0,000110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.680652,20.188237,mistralai/Ministral-3-8B-Instruct-2512,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg3_sg1/000110/rep_03/raw_row.json,0.0,3,4,finished,False,549,23933,0.0,
0.0,algo2,7.33966675,18.08221925,2.0,000110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.563515,20.376462,mistralai/Ministral-3-8B-Instruct-2512,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg3_sg1/000110/rep_04/raw_row.json,0.0,4,4,finished,False,549,23933,0.0,
0.0,algo2,5.710764,20.3913144,2.0,110000,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,10.96268,23.351954,mistralai/Ministral-3-8B-Instruct-2512,sg2_sg3,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg2_sg3/110000/rep_00/raw_row.json,0.0,0,5,finished,False,603,7555,1.0,
0.0,algo2,5.6414872,20.636962,2.0,110000,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,10.870251,23.550515,mistralai/Ministral-3-8B-Instruct-2512,sg2_sg3,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg2_sg3/110000/rep_01/raw_row.json,0.0,1,5,finished,False,603,7555,1.0,
0.0,algo2,5.6462844,20.6056032,2.0,110000,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,10.897749,23.491091,mistralai/Ministral-3-8B-Instruct-2512,sg2_sg3,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg2_sg3/110000/rep_03/raw_row.json,0.0,3,5,finished,False,603,7555,1.0,
0.0,algo2,5.7605512,20.4325904,2.0,110000,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,11.546619,22.252063,mistralai/Ministral-3-8B-Instruct-2512,sg2_sg3,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg2_sg3/110000/rep_04/raw_row.json,0.0,4,5,finished,False,603,7555,1.0,
0.0,algo2,5.6161145,20.19862125,7.0,110001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,10.820895,23.657932,mistralai/Ministral-3-8B-Instruct-2512,sg2_sg3,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg2_sg3/110001/rep_00/raw_row.json,0.0,0,4,finished,False,475,5725,1.0,
0.0,algo2,5.7165565,19.8136895,7.0,110001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,11.011363,23.248712,mistralai/Ministral-3-8B-Instruct-2512,sg2_sg3,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg2_sg3/110001/rep_02/raw_row.json,0.0,2,4,finished,False,475,5725,1.0,
0.0,algo2,5.56079975,20.42228425,7.0,110001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,10.773956,23.761003,mistralai/Ministral-3-8B-Instruct-2512,sg2_sg3,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg2_sg3/110001/rep_03/raw_row.json,0.0,3,4,finished,False,475,5725,1.0,
0.0,algo2,5.6221075,20.136100499999998,7.0,110001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,10.784146,23.738552,mistralai/Ministral-3-8B-Instruct-2512,sg2_sg3,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg2_sg3/110001/rep_04/raw_row.json,0.0,4,4,finished,False,475,5725,1.0,
0.0,algo2,6.656746142857143,18.314835285714285,3.0,000110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.255389,20.88877,mistralai/Ministral-3-8B-Instruct-2512,sg2_sg3,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg2_sg3/000110/rep_00/raw_row.json,0.0,0,7,finished,False,885,42418,2.0,
0.0,algo2,6.697426999999999,18.133173285714285,3.0,000110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.219936,20.949374,mistralai/Ministral-3-8B-Instruct-2512,sg2_sg3,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg2_sg3/000110/rep_02/raw_row.json,0.0,2,7,finished,False,885,42418,2.0,
0.0,algo2,6.641973999999999,18.33886514285714,3.0,000110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.246661,20.903656,mistralai/Ministral-3-8B-Instruct-2512,sg2_sg3,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg2_sg3/000110/rep_03/raw_row.json,0.0,3,7,finished,False,885,42418,2.0,
0.0,algo2,6.672868714285714,18.219548285714286,3.0,000110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,12.278639,20.849216,mistralai/Ministral-3-8B-Instruct-2512,sg2_sg3,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/sg2_sg3/000110/rep_04/raw_row.json,0.0,4,7,finished,False,885,42418,2.0,
,algo3,16.806498,22.848305,,0110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.806498,22.848305,mistralai/Ministral-3-8B-Instruct-2512,subgraph_2_to_subgraph_1,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_2_to_subgraph_1/0110/rep_01/raw_row.json,0.0,1,1,finished,False,384,416,,3.0
,algo3,16.669597,23.03595,,0110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.669597,23.03595,mistralai/Ministral-3-8B-Instruct-2512,subgraph_2_to_subgraph_1,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_2_to_subgraph_1/0110/rep_02/raw_row.json,0.0,2,1,finished,False,384,416,,3.0
,algo3,16.946137,22.660032,,0110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.946137,22.660032,mistralai/Ministral-3-8B-Instruct-2512,subgraph_2_to_subgraph_1,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_2_to_subgraph_1/0110/rep_03/raw_row.json,0.0,3,1,finished,False,384,416,,3.0
,algo3,6.99620931147541,22.031083409836064,,1111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,15.909364,24.328448,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/1111/rep_03/raw_row.json,0.0,3,61,finished,False,9666,32737,,74.0
,algo3,7.013559721311475,22.021065704918033,,1111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.568528,24.323793,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/1111/rep_04/raw_row.json,0.0,4,61,finished,False,9666,32737,,74.0
,algo3,16.902961,22.717913,,0010,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.902961,22.717913,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0010/rep_00/raw_row.json,0.0,0,1,finished,False,384,356,,0.0
