source_input,Example,Counter-Example,Number of Words,Depth,Source Subgraph Name,Target Subgraph Name,n_outputs,unique_output_count,mean_edge_count,sample_std_edge_count,mean_pairwise_jaccard,min_pairwise_jaccard,exact_match_pair_rate,union_edge_count
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,-1,1,3,2,subgraph_1,subgraph_3,5,5,39.6,20.719555979798407,0.0,0.0,0.0,198
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,-1,1,3,2,subgraph_2,subgraph_1,5,5,52.2,23.15599274485981,0.0531830195038571,0.0,0.0,219
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,-1,1,3,2,subgraph_2,subgraph_3,5,5,33.8,17.42699056062176,0.06597540447586371,0.0,0.0,135
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,-1,1,5,1,subgraph_1,subgraph_3,5,5,32.0,29.740544715926102,0.009821428571428571,0.0,0.0,149
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,-1,1,5,1,subgraph_2,subgraph_1,5,5,61.2,34.72319109759355,0.022183692388780027,0.0,0.0,278
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,-1,1,5,1,subgraph_2,subgraph_3,5,5,50.2,34.142349069740355,0.03239669926055688,0.0,0.0,219
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,-1,1,5,2,subgraph_1,subgraph_3,5,5,46.6,31.34166555880526,0.007191809500655078,0.0,0.0,226
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,-1,1,5,2,subgraph_2,subgraph_1,5,5,94.6,35.210793799629116,0.07631999911297903,0.0,0.0,372
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,-1,1,5,2,subgraph_2,subgraph_3,5,5,52.2,44.110089548764236,0.04194884967670238,0.0,0.0,223
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,-1,3,1,subgraph_1,subgraph_3,5,5,29.6,12.759310326189265,0.00625,0.0,0.0,146
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,-1,3,1,subgraph_2,subgraph_1,5,5,28.6,28.684490582891655,0.032812755391623497,0.009523809523809525,0.0,135
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,-1,3,1,subgraph_2,subgraph_3,5,5,15.6,23.13655116909173,0.13615023474178403,0.0,0.0,74
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,-1,3,2,subgraph_1,subgraph_3,5,5,35.2,24.641428530018302,0.015308787047917483,0.0,0.0,167
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,-1,3,2,subgraph_2,subgraph_1,5,5,19.8,5.890670590009257,0.4067478632478633,0.0,0.0,55
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,-1,3,2,subgraph_2,subgraph_3,5,5,23.8,11.691877522451216,0.020359807011819556,0.0,0.0,111
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,-1,5,1,subgraph_1,subgraph_3,5,5,63.6,27.844209451877063,0.0261074889098034,0.0,0.0,288
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,-1,5,1,subgraph_2,subgraph_1,5,5,59.2,41.80550203023521,0.05636782858203171,0.0,0.0,252
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,-1,5,1,subgraph_2,subgraph_3,5,4,25.2,30.019993337774075,0.1,0.0,0.1,125
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,-1,5,2,subgraph_1,subgraph_3,5,5,61.4,34.76780119593415,0.002666666666666667,0.0,0.0,303
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,-1,5,2,subgraph_2,subgraph_1,5,5,86.6,58.99406749835105,0.02275304650287801,0.0,0.0,389
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,-1,5,2,subgraph_2,subgraph_3,5,5,19.6,19.65451602049768,0.1630033416875522,0.0,0.0,76
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,1,3,1,subgraph_1,subgraph_3,5,5,23.8,7.981227975693966,0.02815934065934066,0.0,0.0,109
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,1,3,1,subgraph_2,subgraph_1,5,5,49.4,17.98054504179448,0.06543838202071302,0.0,0.0,205
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,1,3,1,subgraph_2,subgraph_3,5,5,29.4,14.046351839534706,0.08138803900941737,0.0,0.0,109
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,1,3,2,subgraph_1,subgraph_3,5,5,27.6,11.949895397031725,0.06986054880791723,0.0,0.0,106
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,1,3,2,subgraph_2,subgraph_1,5,5,20.8,8.87130204648675,0.002040816326530612,0.0,0.0,103
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,1,3,2,subgraph_2,subgraph_3,5,5,20.6,16.07171428317465,0.03464985994397759,0.0,0.0,93
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,1,5,1,subgraph_1,subgraph_3,5,5,67.0,20.579115627256677,0.011848546108374537,0.0,0.0,317
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,1,5,1,subgraph_2,subgraph_1,5,5,51.8,43.22846284567611,0.08428427871563073,0.0,0.0,207
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,1,5,1,subgraph_2,subgraph_3,5,5,46.8,10.986355173577813,0.08623992658400767,0.0,0.0,186
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,1,5,2,subgraph_1,subgraph_3,5,5,87.8,29.218145047213383,0.017573303273259504,0.0,0.0,417
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,1,5,2,subgraph_2,subgraph_1,5,5,74.6,47.977077860161515,0.017048156802877686,0.0,0.0,342
data/results/algo3/deepseek-chat-v3.1/raw/Method 3 Results Deepseek Chat v3.1.csv,1,1,5,2,subgraph_2,subgraph_3,5,5,52.2,28.38485511676958,0.08858283108382334,0.0,0.0,181
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,-1,3,1,subgraph_1,subgraph_3,5,5,35.4,16.36459593146131,0.017644851043865824,0.0,0.0,169
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,-1,3,1,subgraph_2,subgraph_1,5,5,48.2,10.66302021005306,0.023088507877664505,0.0,0.0,221
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,-1,3,1,subgraph_2,subgraph_3,5,5,44.6,6.58027355054484,0.013822762243637984,0.0,0.0,211
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,-1,3,2,subgraph_1,subgraph_3,5,5,51.2,9.148770409186143,0.07541473118302935,0.0,0.0,201
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,-1,3,2,subgraph_2,subgraph_1,5,5,111.6,45.97064280603438,0.015361672683691551,0.0,0.0,522
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,-1,3,2,subgraph_2,subgraph_3,5,5,66.4,18.352111595127138,0.0035264560427833574,0.0,0.0,327
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,-1,5,1,subgraph_1,subgraph_3,5,5,48.8,23.413671220037237,0.012444504851120777,0.0,0.0,234
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,-1,5,1,subgraph_2,subgraph_1,5,5,81.0,39.96873778342268,0.01888888888888889,0.0,0.0,388
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,-1,5,1,subgraph_2,subgraph_3,5,5,77.8,31.83865575051811,0.039179779543081404,0.0,0.0,344
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,-1,5,2,subgraph_1,subgraph_3,5,5,74.8,24.52957398733211,0.0012331334332833584,0.0,0.0,372
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,-1,5,2,subgraph_2,subgraph_1,5,5,157.8,123.35598891014574,0.020577381796031247,0.0,0.0,731
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,-1,5,2,subgraph_2,subgraph_3,5,5,110.8,20.32732151563506,0.0038774910813144546,0.0,0.0,547
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,1,3,1,subgraph_1,subgraph_3,5,5,44.6,7.536577472566709,0.018073198271556686,0.0,0.0,208
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,1,3,1,subgraph_2,subgraph_1,5,5,53.8,16.02186006679624,0.08202691748325108,0.0,0.0,209
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,1,3,1,subgraph_2,subgraph_3,5,5,51.2,5.215361924162119,0.020639590340658355,0.0,0.0,237
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,1,3,2,subgraph_1,subgraph_3,5,5,45.6,12.421755109484328,0.012003058103975535,0.0,0.0,219
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,1,3,2,subgraph_2,subgraph_1,5,5,96.0,69.6670653896086,0.0030303030303030303,0.0,0.0,476
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,1,3,2,subgraph_2,subgraph_3,5,5,78.0,34.85685011586675,0.005612613242633268,0.0,0.0,381
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,1,5,1,subgraph_1,subgraph_3,5,5,74.8,15.319921670818033,0.0026490066225165563,0.0,0.0,370
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,1,5,1,subgraph_2,subgraph_1,5,5,94.6,25.55973395792687,0.04489417993877538,0.0,0.0,407
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,1,5,1,subgraph_2,subgraph_3,5,5,62.4,26.415904300250638,0.01655510988767118,0.0,0.0,292
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,1,5,2,subgraph_1,subgraph_3,5,5,81.0,17.421251390184345,0.01531104310354694,0.0,0.0,385
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,1,5,2,subgraph_2,subgraph_1,5,5,177.6,115.44176020834055,0.008786700472369645,0.0,0.0,856
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,-1,1,5,2,subgraph_2,subgraph_3,5,5,81.2,11.755849607748475,0.024926330279145904,0.0,0.0,369
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,-1,3,1,subgraph_1,subgraph_3,5,5,42.4,4.03732584763727,0.06571087409322704,0.0,0.0,175
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,-1,3,1,subgraph_2,subgraph_1,5,5,46.8,15.770225109363532,0.01737377434455125,0.0,0.0,221
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,-1,3,1,subgraph_2,subgraph_3,5,5,34.0,5.958187643906492,0.03824031910762822,0.0,0.0,158
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,-1,3,2,subgraph_1,subgraph_3,5,5,48.8,7.3280283842245035,0.0683383760388367,0.0,0.0,196
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,-1,3,2,subgraph_2,subgraph_1,5,5,72.0,15.84297951775486,0.027869689518682093,0.0,0.0,338
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,-1,3,2,subgraph_2,subgraph_3,5,5,58.8,9.833615815151617,0.015927059140385356,0.0,0.0,280
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,-1,5,1,subgraph_1,subgraph_3,5,5,62.0,3.9370039370059056,0.06213564816335768,0.015625,0.0,252
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,-1,5,1,subgraph_2,subgraph_1,5,5,41.8,21.40560674215987,0.013906926406926406,0.0,0.0,203
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,-1,5,1,subgraph_2,subgraph_3,5,5,44.0,5.522680508593631,0.01636550244145181,0.0,0.0,211
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,-1,5,2,subgraph_1,subgraph_3,5,5,89.2,17.253985046939157,0.02952407712385528,0.006097560975609756,0.0,404
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,-1,5,2,subgraph_2,subgraph_1,5,5,74.8,41.62571320710313,0.001177486187845304,0.0,0.0,372
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,-1,5,2,subgraph_2,subgraph_3,5,5,90.6,40.90598978144888,0.0,0.0,0.0,453
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,3,1,subgraph_1,subgraph_3,5,5,36.0,13.435028842544403,0.0159824729046697,0.0,0.0,171
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,3,1,subgraph_2,subgraph_1,5,5,31.8,9.808159868191382,0.02682926829268293,0.0,0.0,148
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,3,1,subgraph_2,subgraph_3,5,5,34.6,5.856620185738529,0.019333333333333334,0.0,0.0,161
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,3,2,subgraph_1,subgraph_3,5,5,46.2,5.167204273105526,0.038916629331601914,0.0,0.0,203
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,3,2,subgraph_2,subgraph_1,5,5,81.6,5.683308895353129,0.0005747126436781609,0.0,0.0,407
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,3,2,subgraph_2,subgraph_3,5,5,58.0,13.322912594474229,0.03071679297659769,0.0,0.0,272
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,5,1,subgraph_1,subgraph_3,5,5,63.6,6.024948132556828,0.06456339643578264,0.0,0.0,259
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,5,1,subgraph_2,subgraph_1,5,5,73.0,25.288337232803585,0.009339496791180436,0.0,0.0,349
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,5,1,subgraph_2,subgraph_3,5,5,56.6,12.300406497347964,0.013426127301725387,0.0,0.0,267
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,5,2,subgraph_1,subgraph_3,5,5,87.0,14.124446891825535,0.046739517040950945,0.004975124378109453,0.0,376
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,5,2,subgraph_2,subgraph_1,5,5,80.4,56.809330219603886,0.005137632589314765,0.0,0.0,389
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,5,2,subgraph_2,subgraph_3,5,5,95.0,37.02026472082554,0.0034151631667159615,0.0,0.0,467
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,3,1,subgraph_1,subgraph_3,5,5,25.8,18.185158784019457,0.0711482522130578,0.0,0.0,95
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,3,1,subgraph_2,subgraph_1,5,5,45.0,11.157956802210698,0.17241077255170392,0.009523809523809525,0.0,159
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,3,1,subgraph_2,subgraph_3,5,5,20.0,4.183300132670378,0.07301202501930275,0.0,0.0,83
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,3,2,subgraph_1,subgraph_3,5,5,25.0,10.8397416943394,0.04396537842190016,0.0,0.0,107
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,3,2,subgraph_2,subgraph_1,5,5,51.6,15.549919613940132,0.09294077789487978,0.0,0.0,202
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,3,2,subgraph_2,subgraph_3,5,5,33.0,16.56804152578089,0.08035200766389351,0.0,0.0,123
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,5,1,subgraph_1,subgraph_3,5,5,50.6,24.90582261239327,0.028153153153153154,0.0,0.0,226
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,5,1,subgraph_2,subgraph_1,5,5,62.0,14.560219778561036,0.2564335169368942,0.007518796992481203,0.0,181
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,5,1,subgraph_2,subgraph_3,5,5,53.6,20.181674856165927,0.11726943056047498,0.023529411764705882,0.0,196
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,5,2,subgraph_1,subgraph_3,5,5,51.6,22.523321247098526,0.038181414507869924,0.0,0.0,224
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,5,2,subgraph_2,subgraph_1,5,5,101.0,84.80566018845676,0.04709916813698277,0.003278688524590164,0.0,452
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,5,2,subgraph_2,subgraph_3,5,5,66.6,11.545561917897283,0.06370401359841837,0.017391304347826087,0.0,272
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,3,1,subgraph_1,subgraph_3,5,5,35.2,17.369513522260778,0.0515761912907947,0.0,0.0,146
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,3,1,subgraph_2,subgraph_1,5,5,43.6,6.8044103344816,0.07013797082108278,0.0,0.0,166
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,3,1,subgraph_2,subgraph_3,5,5,25.4,8.87693640846886,0.2180117112319116,0.041666666666666664,0.0,64
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,3,2,subgraph_1,subgraph_3,5,5,23.4,11.86591757935306,0.0781815972860749,0.0,0.0,95
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,3,2,subgraph_2,subgraph_1,5,5,52.2,14.737706741552431,0.25970861603068607,0.018518518518518517,0.0,155
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,3,2,subgraph_2,subgraph_3,5,5,26.6,10.573551910309043,0.15137768784827607,0.02702702702702703,0.0,99
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,5,1,subgraph_1,subgraph_3,5,5,61.4,21.066561181170506,0.04275609329058823,0.0,0.0,256
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,5,1,subgraph_2,subgraph_1,5,5,79.8,30.219199195213626,0.09608092883284146,0.015625,0.0,286
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,5,1,subgraph_2,subgraph_3,5,5,59.0,7.968688725254614,0.16723319157778405,0.043478260869565216,0.0,204
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,5,2,subgraph_1,subgraph_3,5,5,59.4,44.2300802621926,0.08876503228094329,0.0,0.0,263
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,5,2,subgraph_2,subgraph_1,5,5,85.2,26.21449980449751,0.06574084866328557,0.0,0.0,357
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,5,2,subgraph_2,subgraph_3,5,5,63.8,42.745760023656146,0.05656352368271326,0.005780346820809248,0.0,258
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,3,1,subgraph_1,subgraph_3,5,5,45.0,9.565563234854496,0.030219233502815596,0.0,0.0,200
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,3,1,subgraph_2,subgraph_1,5,5,44.2,22.241852440837746,0.0716971540129785,0.009345794392523364,0.0,176
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,3,1,subgraph_2,subgraph_3,5,5,32.6,13.649175799292792,0.0765784257255511,0.022727272727272728,0.0,133
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,3,2,subgraph_1,subgraph_3,5,5,39.2,16.513630733427462,0.017669577168728273,0.0,0.0,180
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,3,2,subgraph_2,subgraph_1,5,5,44.8,31.075713990188543,0.0420372754374871,0.0,0.0,192
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,3,2,subgraph_2,subgraph_3,5,5,37.4,14.08190328045183,0.12466629116775112,0.0,0.0,124
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,5,1,subgraph_1,subgraph_3,5,5,78.2,22.58760722166029,0.06524115717481398,0.0,0.0,316
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,5,1,subgraph_2,subgraph_1,5,5,58.4,25.314027731674784,0.06084973226597275,0.0,0.0,245
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,5,1,subgraph_2,subgraph_3,5,5,55.6,15.109599597606815,0.042457345755166215,0.0,0.0,236
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,5,2,subgraph_1,subgraph_3,5,5,85.2,26.938819573247823,0.054469491315267404,0.0,0.0,357
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,5,2,subgraph_2,subgraph_1,5,5,65.2,20.59611613872868,0.11956591210007131,0.006578947368421052,0.0,252
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,5,2,subgraph_2,subgraph_3,5,5,53.0,9.669539802906858,0.07967603686234949,0.03409090909090909,0.0,216
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,1,3,1,subgraph_1,subgraph_3,5,5,30.8,18.430952227163957,0.044144144144144144,0.0,0.0,125
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,1,3,1,subgraph_2,subgraph_1,5,5,61.4,17.357995275952806,0.09747791108876377,0.007751937984496124,0.0,235
