source_input,Example,Counter-Example,Number of Words,Depth,Source Subgraph Name,Target Subgraph Name,n_outputs,unique_output_count,mean_edge_count,sample_std_edge_count,mean_pairwise_jaccard,min_pairwise_jaccard,exact_match_pair_rate,union_edge_count
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,3,2,subgraph_2,subgraph_1,5,5,81.6,5.683308895353129,0.0005747126436781,0.0,0.0,407
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,3,2,subgraph_2,subgraph_3,5,5,58.0,13.322912594474229,0.0307167929765976,0.0,0.0,272
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,5,1,subgraph_1,subgraph_3,5,5,63.6,6.024948132556828,0.0645633964357826,0.0,0.0,259
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,5,1,subgraph_2,subgraph_1,5,5,73.0,25.288337232803585,0.0093394967911804,0.0,0.0,349
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,5,1,subgraph_2,subgraph_3,5,5,56.6,12.300406497347964,0.0134261273017253,0.0,0.0,267
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,5,2,subgraph_1,subgraph_3,5,5,87.0,14.124446891825537,0.0467395170409509,0.0049751243781094,0.0,376
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,5,2,subgraph_2,subgraph_1,5,5,80.4,56.809330219603886,0.0051376325893147,0.0,0.0,389
data/results/algo3/deepseek-v3-chat-0324/raw/method3_results_deepseek.csv,1,1,5,2,subgraph_2,subgraph_3,5,5,95.0,37.02026472082554,0.0034151631667159,0.0,0.0,467
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,3,1,subgraph_1,subgraph_3,5,5,25.8,18.185158784019457,0.0711482522130578,0.0,0.0,95
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,3,1,subgraph_2,subgraph_1,5,5,45.0,11.157956802210698,0.1724107725517039,0.0095238095238095,0.0,159
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,3,1,subgraph_2,subgraph_3,5,5,20.0,4.183300132670378,0.0730120250193027,0.0,0.0,83
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,3,2,subgraph_1,subgraph_3,5,5,25.0,10.8397416943394,0.0439653784219001,0.0,0.0,107
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,3,2,subgraph_2,subgraph_1,5,5,51.6,15.549919613940132,0.0929407778948797,0.0,0.0,202
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,3,2,subgraph_2,subgraph_3,5,5,33.0,16.56804152578089,0.0803520076638935,0.0,0.0,123
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,5,1,subgraph_1,subgraph_3,5,5,50.6,24.90582261239327,0.0281531531531531,0.0,0.0,226
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,5,1,subgraph_2,subgraph_1,5,5,62.0,14.560219778561036,0.2564335169368942,0.0075187969924812,0.0,181
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,5,1,subgraph_2,subgraph_3,5,5,53.6,20.181674856165927,0.1172694305604749,0.0235294117647058,0.0,196
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,5,2,subgraph_1,subgraph_3,5,5,51.6,22.52332124709853,0.0381814145078699,0.0,0.0,224
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,5,2,subgraph_2,subgraph_1,5,5,101.0,84.80566018845676,0.0470991681369827,0.0032786885245901,0.0,452
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,-1,5,2,subgraph_2,subgraph_3,5,5,66.6,11.545561917897285,0.0637040135984183,0.017391304347826,0.0,272
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,3,1,subgraph_1,subgraph_3,5,5,35.2,17.369513522260778,0.0515761912907947,0.0,0.0,146
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,3,1,subgraph_2,subgraph_1,5,5,43.6,6.8044103344816,0.0701379708210827,0.0,0.0,166
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,3,1,subgraph_2,subgraph_3,5,5,25.4,8.87693640846886,0.2180117112319116,0.0416666666666666,0.0,64
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,3,2,subgraph_1,subgraph_3,5,5,23.4,11.86591757935306,0.0781815972860749,0.0,0.0,95
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,3,2,subgraph_2,subgraph_1,5,5,52.2,14.737706741552431,0.259708616030686,0.0185185185185185,0.0,155
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,3,2,subgraph_2,subgraph_3,5,5,26.6,10.573551910309044,0.151377687848276,0.027027027027027,0.0,99
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,5,1,subgraph_1,subgraph_3,5,5,61.4,21.066561181170503,0.0427560932905882,0.0,0.0,256
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,5,1,subgraph_2,subgraph_1,5,5,79.8,30.219199195213623,0.0960809288328414,0.015625,0.0,286
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,5,1,subgraph_2,subgraph_3,5,5,59.0,7.968688725254614,0.167233191577784,0.0434782608695652,0.0,204
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,5,2,subgraph_1,subgraph_3,5,5,59.4,44.2300802621926,0.0887650322809432,0.0,0.0,263
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,5,2,subgraph_2,subgraph_1,5,5,85.2,26.21449980449751,0.0657408486632855,0.0,0.0,357
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,-1,1,5,2,subgraph_2,subgraph_3,5,5,63.8,42.745760023656146,0.0565635236827132,0.0057803468208092,0.0,258
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,3,1,subgraph_1,subgraph_3,5,5,45.0,9.565563234854496,0.0302192335028155,0.0,0.0,200
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,3,1,subgraph_2,subgraph_1,5,5,44.2,22.241852440837743,0.0716971540129785,0.0093457943925233,0.0,176
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,3,1,subgraph_2,subgraph_3,5,5,32.6,13.649175799292792,0.0765784257255511,0.0227272727272727,0.0,133
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,3,2,subgraph_1,subgraph_3,5,5,39.2,16.513630733427462,0.0176695771687282,0.0,0.0,180
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,3,2,subgraph_2,subgraph_1,5,5,44.8,31.075713990188543,0.0420372754374871,0.0,0.0,192
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,3,2,subgraph_2,subgraph_3,5,5,37.4,14.08190328045183,0.1246662911677511,0.0,0.0,124
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,5,1,subgraph_1,subgraph_3,5,5,78.2,22.58760722166029,0.0652411571748139,0.0,0.0,316
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,5,1,subgraph_2,subgraph_1,5,5,58.4,25.314027731674784,0.0608497322659727,0.0,0.0,245
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,5,1,subgraph_2,subgraph_3,5,5,55.6,15.109599597606817,0.0424573457551662,0.0,0.0,236
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,5,2,subgraph_1,subgraph_3,5,5,85.2,26.938819573247823,0.0544694913152674,0.0,0.0,357
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,5,2,subgraph_2,subgraph_1,5,5,65.2,20.59611613872868,0.1195659121000713,0.006578947368421,0.0,252
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,-1,5,2,subgraph_2,subgraph_3,5,5,53.0,9.669539802906858,0.0796760368623494,0.034090909090909,0.0,216
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,1,3,1,subgraph_1,subgraph_3,5,5,30.8,18.430952227163957,0.0441441441441441,0.0,0.0,125
data/results/algo3/gemini-2.0-flash-exp/raw/method3_results_gemini-2.0-flash-exp.csv,1,1,3,1,subgraph_2,subgraph_1,5,5,61.4,17.357995275952806,0.0974779110887637,0.0077519379844961,0.0,235
