source_input,Explanation,metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo2/deepseek-chat-v3-0324/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.2870717761582028,0.15863464567698168,0.2633333333333333,0.0588235294117647,0.5,0.26249108314670355,0.311652469169702
data/results/algo2/deepseek-chat-v3-0324/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.19230769230769226,0.12604001495892445,0.173076923076923,0.0384615384615384,0.5961538461538461,0.1727775896516894,0.21183779496369512
data/results/algo2/deepseek-chat-v3-0324/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.1754807692307692,0.13363124258505996,0.1538461538461538,0.0384615384615384,0.6153846153846154,0.15477439366753265,0.19618714479400573
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,accuracy,160,0.9310064935064934,0.010331506644873466,0.9318181818181818,0.8896103896103896,0.9448051948051948,0.9294056099662041,0.9326073770467828
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,accuracy,160,0.9317167207792207,0.0065384976018585,0.9318181818181818,0.9188311688311688,0.9448051948051948,0.9307035700792471,0.9327298714791944
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,precision,160,0.4236850704132114,0.11717844746543934,0.4083333333333333,0.1739130434782608,0.75,0.4055280818662259,0.4418420589601969
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,precision,160,0.4097048784548784,0.12203797513677637,0.3923076923076923,0.25,0.75,0.390794898293985,0.4286148586157718
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,recall,160,0.23684210526315783,0.06730301359743747,0.2105263157894736,0.1578947368421052,0.4210526315789473,0.22641339526145976,0.2472708152648559
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,recall,160,0.2072368421052631,0.06722207188012158,0.2105263157894736,0.1052631578947368,0.3684210526315789,0.19682067415260276,0.21765301005792345
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,accuracy,160,0.9002803156146181,0.0034222092561909155,0.9003322259136213,0.8870431893687708,0.9053156146179402,0.8997500387965337,0.9008105924327025
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.9003841362126247,0.0034474715820452845,0.9003322259136213,0.8887043189368771,0.9053156146179402,0.8998499449565943,0.9009183274686551
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.3576036445279866,0.21259709429881476,0.41428571428571426,0.0,0.6666666666666666,0.32466138347401186,0.39054590558196134
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.3712589950254424,0.22092097042699754,0.4,0.0,0.75,0.33702693600268574,0.4054910540481991
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.03495762711864402,0.029429786862286655,0.0338983050847457,0.0,0.1186440677966101,0.030397434399275853,0.0395178198380122
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.0476694915254237,0.038358502373919606,0.0338983050847457,0.0,0.135593220338983,0.041725780003830176,0.05361320304701722
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.920421511627907,0.029419253069955943,0.9291754756871036,0.8361522198731501,0.9482029598308668,0.9158629511365709,0.924980072119243
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.9198599365750528,0.04283765532787493,0.9355179704016914,0.7494714587737844,0.9482029598308668,0.9132221731126435,0.9264977000374621
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.2595467967738684,0.1460220903196548,0.2188328912466843,0.073170731707317,0.6363636363636364,0.23692043946253064,0.28217315408520616
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.27501605270531865,0.1445781439352028,0.22649572649572647,0.0566037735849056,0.6666666666666666,0.2526134372042885,0.29741866820634877
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.12920673076923073,0.11404993013812822,0.0769230769230769,0.0384615384615384,0.4807692307692308,0.11153451100447193,0.14687895053398953
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.11778846153846148,0.1140005278619213,0.0769230769230769,0.0384615384615384,0.5769230769230769,0.1001238967357088,0.13545302634121414
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,-1,accuracy,160,0.9359780844155845,0.0035709992650724202,0.935064935064935,0.9253246753246752,0.9415584415584416,0.9354247523467641,0.9365314164844049
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,1,accuracy,160,0.8763189935064937,0.22704852270445428,0.935064935064935,0.0,0.9415584415584416,0.8411374604214897,0.9115005265914976
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,-1,precision,160,0.38492063492063494,0.18208793404739196,0.4444444444444444,0.0,0.6,0.3567058172254452,0.4131354526158247
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,1,precision,160,0.37546333874458876,0.17082248192339594,0.4444444444444444,0.0,0.5714285714285714,0.34899412094098603,0.4019325565481915
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,-1,recall,160,0.12335526315789469,0.06808715283254888,0.1578947368421052,0.0,0.2105263157894736,0.11280504952289955,0.13390547679288983
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,1,recall,160,0.11677631578947363,0.0743554509028995,0.1052631578947368,0.0,0.2631578947368421,0.10525481930567633,0.12829781227327094
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,-1,accuracy,160,0.9009032392026578,0.0015368236566584974,0.9003322259136213,0.8970099667774086,0.9053156146179402,0.9006651059099214,0.9011413724953942
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.9006436877076412,0.0037593881064141113,0.9019933554817277,0.8903654485049833,0.9053156146179402,0.9000611644854253,0.9012262109298572
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.4336061507936508,0.09016548457045762,0.41428571428571426,0.25,0.6666666666666666,0.41963486421245544,0.4475774373748461
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.4581540991902834,0.1810508432380756,0.5,0.0,0.75,0.4300999803808891,0.48620821799967767
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.03760593220338977,0.013261830184234656,0.0338983050847457,0.0169491525423728,0.0677966101694915,0.035550990326486724,0.03966087408029282
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.04555084745762707,0.03567396590377781,0.0338983050847457,0.0,0.1694915254237288,0.04002310917169794,0.05107858574355619
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.8240618393234673,0.3124500818030769,0.9413319238900635,0.0,0.9460887949260042,0.7756471975568884,0.8724764810900463
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.8531976744186046,0.2752836743862195,0.9408033826638478,0.0,0.9439746300211416,0.8105420271462949,0.8958533216909144
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.08623511904761905,0.20123190389472595,0.0,0.0,1.0,0.05505391249184638,0.11741632560339171
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.01708447802197802,0.05529698601470978,0.0,0.0,0.25,0.008516121268078979,0.025652834775877063
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.005408653846153837,0.009924137038664342,0.0,0.0,0.0384615384615384,0.003870892880316764,0.006946414811990911
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.00240384615384615,0.007997687693813054,0.0,0.0,0.0384615384615384,0.0011645916066158695,0.0036431007010764307
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,-1,accuracy,160,0.9352678571428571,0.006809351816028927,0.9366883116883118,0.9155844155844156,0.9448051948051948,0.9342127371475824,0.9363229771381318
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,1,accuracy,160,0.934659090909091,0.006346347702707228,0.935064935064935,0.922077922077922,0.9448051948051948,0.9336757141444584,0.9356424676737237
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,-1,precision,160,0.46167306957748133,0.10684732716656142,0.4722222222222222,0.2857142857142857,0.6666666666666666,0.4451169047058529,0.47822923444910975
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,1,precision,160,0.4521063036228477,0.10128151141057457,0.458041958041958,0.2222222222222222,0.6666666666666666,0.43641257083768203,0.4678000364080134
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,-1,recall,160,0.20394736842105257,0.05715424246882494,0.2105263157894736,0.1052631578947368,0.3157894736842105,0.195091226798045,0.21280351004406015
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg1_sg2.csv,1,recall,160,0.2121710526315789,0.06531190451871605,0.2105263157894736,0.1052631578947368,0.3157894736842105,0.20205086817805218,0.22229123708510562
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,-1,accuracy,160,0.8990344684385383,0.0024551876504710574,0.8986710963455149,0.8887043189368771,0.9019933554817277,0.8986540331706666,0.89941490370641
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.8960236710963455,0.004035931397922754,0.8970099667774086,0.8870431893687708,0.903654485049834,0.895398297047162,0.896649045145529
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.34117796266233763,0.08832834238019967,0.3333333333333333,0.2,0.5,0.32749134421277576,0.3548645811118995
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.2750711528055278,0.1168367274870191,0.25,0.1,0.6666666666666666,0.25696711431777813,0.29317519129327746
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.030720338983050776,0.023062155092534196,0.0169491525423728,0.0169491525423728,0.1186440677966101,0.02714682102867227,0.034293856937429285
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.03336864406779654,0.020598658115714562,0.0338983050847457,0.0169491525423728,0.1186440677966101,0.0301768489247468,0.036560439210846285
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.9437103594080337,0.0016125424769562395,0.9439746300211416,0.9397463002114164,0.9471458773784356,0.9434604933625371,0.9439602254535303
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.9434130549682875,0.002326010096752533,0.9439746300211416,0.93446088794926,0.9471458773784356,0.9430526359697395,0.9437734739668355
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.4325820013320013,0.13874469835700182,0.4,0.2727272727272727,1.0,0.4110832875880251,0.4540807150759775
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.394626554001554,0.1306488678218052,0.3923076923076923,0.0,0.6666666666666666,0.3743823021956339,0.4148708058074741
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.05288461538461533,0.029729656580074558,0.0384615384615384,0.0192307692307692,0.1346153846153846,0.04827795737108059,0.057491273398150064
data/results/algo2/gemini-2.5-pro/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.05348557692307687,0.029230377339949327,0.0576923076923076,0.0,0.1153846153846153,0.048956283029316594,0.05801487081683715
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,-1,accuracy,160,0.9245535714285713,0.02042253744428205,0.9318181818181818,0.8701298701298701,0.9512987012987012,0.921389066466295,0.9277180763908476
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,1,accuracy,160,0.9170048701298702,0.02422183385749268,0.922077922077922,0.8441558441558441,0.948051948051948,0.9132516580891731,0.9207580821705673
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,-1,precision,160,0.4157423431843643,0.113443209161326,0.43303571428571425,0.1818181818181818,0.625,0.3981641358089595,0.43332055055976915
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,1,precision,160,0.3799862395708611,0.12061835839752577,0.3333333333333333,0.1777777777777777,0.625,0.36129623130269384,0.39867624783902833
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,-1,recall,160,0.34046052631578944,0.08613367467526675,0.3157894736842105,0.1578947368421052,0.5263157894736842,0.3271139751503129,0.353807077481266
data/results/algo2/gpt-5/evaluated/metrics_sg1_sg2.csv,1,recall,160,0.3536184210526315,0.09630390923812959,0.3421052631578947,0.2105263157894736,0.5789473684210527,0.33869597571487114,0.3685408663903919
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,-1,accuracy,160,0.8966465946843855,0.005783417389705246,0.8970099667774086,0.8687707641196013,0.9019933554817277,0.8957504448754516,0.8975427444933193
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.8973733388704319,0.004924436877798469,0.8986710963455149,0.8803986710963455,0.9053156146179402,0.8966102894707809,0.8981363882700829
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.3219742063492063,0.10545531879167566,0.30952380952380953,0.1428571428571428,0.5,0.3056337354099246,0.338314677288488
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.3410089864448417,0.133195644039368,0.3333333333333333,0.0,0.625,0.32037010757554746,0.3616478653141359
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.040254237288135535,0.01576161718646334,0.0338983050847457,0.0169491525423728,0.0677966101694915,0.037811949402208465,0.042696525174062604
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.04766949152542368,0.02600775384583651,0.042372881355932146,0.0,0.1186440677966101,0.043639548315509175,0.05169943473533818
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.9375660676532769,0.00789508500124033,0.9381606765327696,0.912262156448203,0.9482029598308668,0.9363427115579738,0.93878942374858
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.936674154334038,0.009325201567633029,0.9381606765327696,0.9154334038054968,0.9503171247357294,0.9352291993809373,0.9381191092871387
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.33136623405349525,0.14905798606265414,0.3333333333333333,0.0714285714285714,0.6666666666666666,0.3082694598231098,0.35446300828388067
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.34336448520408874,0.14862563940909604,0.32291666666666663,0.0769230769230769,0.6923076923076923,0.3203347037817391,0.36639426662643837
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.09735576923076919,0.046242833701968473,0.08653846153846151,0.0192307692307692,0.2307692307692307,0.09019036791279698,0.1045211705487414
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.10516826923076916,0.04894223106001687,0.0961538461538461,0.0192307692307692,0.2692307692307692,0.09758459195869454,0.11275194650284379
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,accuracy,160,0.8850446428571429,0.2293111977781062,0.9448051948051948,0.0,0.9545454545454546,0.8495125046370952,0.9205767810771907
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,accuracy,160,0.9418628246753247,0.005042971137659062,0.9415584415584416,0.935064935064935,0.9545454545454546,0.9410814082018195,0.9426442411488298
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,precision,160,0.70625,0.3251820433016161,0.8,0.0,1.0,0.6558625203599903,0.7566374796400098
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,precision,160,0.6921875,0.2670458642693056,0.6333333333333333,0.3333333333333333,1.0,0.65080831462986,0.7335666853701399
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,recall,160,0.13322368421052627,0.07347155083218324,0.131578947368421,0.0,0.2631578947368421,0.12183914946165389,0.14460821895939865
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,recall,160,0.11677631578947363,0.050665659051526805,0.1052631578947368,0.0526315789473684,0.2631578947368421,0.10892559058341243,0.12462704099553483
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,accuracy,160,0.5348837209302325,0.44383293008676583,0.8995016611295681,0.0,0.9053156146179402,0.4661110959068703,0.6036563459535947
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.5060735049833888,0.44771873226778763,0.8970099667774086,0.0,0.9053156146179402,0.4366987686740115,0.5754482412927661
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.1328125,0.2864419544583759,0.0,0.0,1.0,0.08842785931758418,0.17719714068241582
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.08229166666666667,0.20010206602480005,0.0,0.0,1.0,0.05128553030262227,0.11329780303071106
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.007415254237288121,0.01586871887510618,0.0,0.0,0.0677966101694915,0.004956370772770334,0.009874137701805908
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.004766949152542357,0.009724826071792767,0.0,0.0,0.0338983050847457,0.003260071740985546,0.006273826564099167
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.438127642706131,0.46850762587963357,0.0,0.0,0.9460887949260042,0.3655316339581842,0.5107236514540778
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.44238900634249473,0.47243827872990374,0.0,0.0,0.9460887949260042,0.3691839366253319,0.5155940760596576
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.09691220238095237,0.19101284728901818,0.0,0.0,0.6666666666666666,0.06731445505137877,0.12650994971052598
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.11049107142857142,0.22338175059753965,0.0,0.0,1.0,0.07587771056798012,0.14510443228916273
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.017427884615384602,0.057744568935306106,0.0,0.0,0.3269230769230769,0.0084802709587162,0.026375498272053002
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.006009615384615375,0.011245990937133476,0.0,0.0,0.0384615384615384,0.004267031035174666,0.0077521997340560846
