source_input,pair_name,Explanation,Example,Counterexample,Array/List(1/-1),Tag/Adjacency(1/-1),metric,n,mean,sample_std,min,max,range_width,coefficient_of_variation,relative_half_width_target,z_score,precision_margin,required_total_runs,additional_runs_needed,requirement_status
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,1,1,-1,-1,accuracy,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,1,1,-1,1,accuracy,5,0.5909090909090909,0.0,0.5909090909090909,0.5909090909090909,0.0,0.0,0.1,1.645,0.0590909090909091,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,1,1,1,-1,accuracy,5,0.5909090909090909,0.0,0.5909090909090909,0.5909090909090909,0.0,0.0,0.1,1.645,0.0590909090909091,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,1,1,1,1,accuracy,5,0.5909090909090909,0.0,0.5909090909090909,0.5909090909090909,0.0,0.0,0.1,1.645,0.0590909090909091,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,-1,-1,-1,-1,accuracy,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,-1,-1,-1,1,accuracy,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,-1,-1,1,-1,accuracy,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,-1,1,-1,1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,-1,1,1,-1,accuracy,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,1,-1,-1,-1,accuracy,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,1,-1,-1,1,accuracy,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,1,-1,1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,1,1,-1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,1,1,1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,-1,-1,-1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,-1,-1,1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,-1,-1,1,1,accuracy,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,-1,1,-1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,-1,1,1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,1,-1,-1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,1,-1,-1,1,accuracy,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,1,-1,1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,1,-1,1,1,accuracy,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,1,1,-1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,1,1,1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,1,-1,-1,-1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,1,-1,-1,1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,1,-1,1,-1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,1,-1,1,1,-1,accuracy,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,1,1,-1,-1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,1,1,-1,-1,1,accuracy,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,1,1,-1,1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,1,1,1,-1,-1,accuracy,2,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,2,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,-1,-1,-1,-1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,-1,-1,-1,-1,1,accuracy,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,-1,-1,-1,1,-1,accuracy,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,-1,-1,1,-1,-1,accuracy,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,-1,-1,1,1,-1,accuracy,5,0.409090909090909,0.0,0.4090909090909091,0.4090909090909091,0.0,0.0,0.1,1.645,0.0409090909090909,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,-1,1,-1,-1,-1,accuracy,5,0.6363636363636364,0.0,0.6363636363636364,0.6363636363636364,0.0,0.0,0.1,1.645,0.06363636363636364,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,-1,1,-1,1,-1,accuracy,5,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,0.0,0.0,0.1,1.645,0.03636363636363636,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,-1,1,1,-1,-1,accuracy,5,0.6363636363636364,0.0,0.6363636363636364,0.6363636363636364,0.0,0.0,0.1,1.645,0.06363636363636364,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,-1,1,1,1,-1,accuracy,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,-1,1,1,1,1,accuracy,5,0.409090909090909,0.0,0.4090909090909091,0.4090909090909091,0.0,0.0,0.1,1.645,0.0409090909090909,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,1,-1,-1,-1,-1,accuracy,5,0.409090909090909,0.0,0.4090909090909091,0.4090909090909091,0.0,0.0,0.1,1.645,0.0409090909090909,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,1,-1,-1,1,-1,accuracy,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,1,-1,1,-1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,1,-1,1,1,-1,accuracy,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,1,1,-1,-1,-1,accuracy,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,1,1,-1,1,-1,accuracy,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,1,1,-1,1,1,accuracy,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,1,1,1,-1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg3_sg1,1,1,1,1,-1,accuracy,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,-1,-1,-1,-1,recall,5,0.409090909090909,0.0,0.4090909090909091,0.4090909090909091,0.0,0.0,0.1,1.645,0.0409090909090909,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,-1,-1,-1,1,recall,5,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,0.0,0.0,0.1,1.645,0.03636363636363636,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,-1,-1,1,-1,recall,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,-1,-1,1,1,recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,-1,1,-1,-1,recall,5,0.3636363636363636,0.0,0.3636363636363636,0.3636363636363636,0.0,0.0,0.1,1.645,0.03636363636363636,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,-1,1,-1,1,recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,-1,1,1,-1,recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,1,-1,-1,-1,recall,5,0.6363636363636364,0.0,0.6363636363636364,0.6363636363636364,0.0,0.0,0.1,1.645,0.06363636363636364,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,1,-1,-1,1,recall,5,0.6363636363636364,0.0,0.6363636363636364,0.6363636363636364,0.0,0.0,0.1,1.645,0.06363636363636364,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,1,-1,1,-1,recall,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,1,1,-1,-1,recall,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,1,1,-1,1,recall,5,0.5909090909090909,0.0,0.5909090909090909,0.5909090909090909,0.0,0.0,0.1,1.645,0.0590909090909091,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,1,1,1,-1,recall,5,0.5909090909090909,0.0,0.5909090909090909,0.5909090909090909,0.0,0.0,0.1,1.645,0.0590909090909091,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,-1,1,1,1,1,recall,5,0.5909090909090909,0.0,0.5909090909090909,0.5909090909090909,0.0,0.0,0.1,1.645,0.0590909090909091,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,-1,-1,-1,-1,recall,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,-1,-1,-1,1,recall,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,-1,-1,1,-1,recall,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,-1,1,-1,1,recall,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,-1,1,1,-1,recall,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,1,-1,-1,-1,recall,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,1,-1,-1,1,recall,5,0.7727272727272727,0.0,0.7727272727272727,0.7727272727272727,0.0,0.0,0.1,1.645,0.07727272727272727,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,1,-1,1,-1,recall,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,1,1,-1,-1,recall,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg1_sg2,1,1,1,1,-1,recall,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,-1,-1,-1,-1,recall,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,-1,-1,1,-1,recall,5,1.0,0.0,1.0,1.0,0.0,0.0,0.1,1.645,0.1,5,0,satisfied
/workspace/results/hf-paper-batch-algo1-olmo-current/aggregated/algo1/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/evaluated.csv,sg2_sg3,-1,-1,-1,1,1,recall,5,0.0,0.0,0.0,0.0,0.0,,0.1,1.645,0.0,5,0,satisfied_zero_mean
